displayName,salary,teamAbbreviation
DJ Uiagalelei,4600,FSU
Luke Kromenhoek,4600,FSU
Dylan McNamara,4500,FSU
Trever Jackson,4500,FSU
Michael Grant,4500,FSU
Tony Muskett,4500,UVA
Gavin Frakes,4500,UVA
Boone Lourd,4500,UVA
Alexander Brady,4500,UVA
Ty Dieffenbach,4500,PITT
David Lynch,4500,PITT
Jake Frantl,4500,PITT
Julian Dugger,4500,PITT
Zane Flores,4500,OKST
Maealiuaki Smith,4500,OKST
Garret Wilson,4500,OKST
Jaxon Smolik,4500,PSU
Ethan Grunkemeyer,4500,PSU
Jack Lambert,4500,PSU
Will Patton,4500,PSU
AJ Bianco,4500,NEV
Anthony Grigsby Jr.,4500,NEV
Baylor Horning,4500,NEV
Anthony Wolter,4500,NEV
Trenton Bourguet,4500,ASU
Navi Bruzon,4500,ASU
Christian Hunt,4500,ASU
Tyler Laskaris,4500,ASU
Shea Kuykendall,4500,UW
Teddy Purcell,4500,UW
Jake Merklinger,4500,TENN
Navy Shuler,4500,TENN
Ryan Damron,4500,TENN
Dylan Lonergan,4500,BAMA
Austin Mack,4500,BAMA
John Cooper,4500,BAMA
Cade Carruth,4500,BAMA
Rickie Collins,4500,LSU
Knox Dyson,4500,LSU
Colin Hurley,4500,LSU
Blake Shapen,4500,MSST
Jake Weir,4500,MSST
Hauss Hejny,4500,TCU
Jacob Porter,4500,TCU
Hayden Parga,4500,TCU
Kenny Minchey,4500,ND
CJ Carr,4500,ND
Anthony Rezac,4500,ND
Colt Fulton,4500,BSU
Max Cutforth,4500,BSU
Kaleb Annett,4500,BSU
EJ Colson,4500,UCF
Riley Trujillo,4500,UCF
Brock Hansel,4500,UCF
Justice Haynes,4500,BAMA
Cam Cook,4500,TCU
Dylan Riley,4500,BSU
Cortez Braham Jr.,4500,NEV
Chase Curtis,4500,TCU
Kaytron Allen,4400,PSU
Jacoby Jones,4400,UCF
Davon Booth,4300,MSST
Marcus Bellon,4300,NEV
Eric McAlister,4300,TCU
Kobe Hudson,4200,UCF
Lawrance Toafili,4100,FSU
Kobe Pace,4000,UVA
Ja'Khi Douglas,4000,FSU
Karson Gay,4000,UVA
Germie Bernard,4000,BAMA
Prince Strachan,4000,BSU
Peny Boone,3900,UCF
Jaden Gibson,3900,UVA
Raphael Williams Jr.,3900,PITT
Latrell Caples,3900,BSU
Roydell Williams,3800,FSU
Patrick Garwo III,3800,NEV
Trent Battle,3800,TCU
Jambres Dubar,3800,BSU
Malik Benson,3800,FSU
Andre Greene Jr.,3800,UVA
Kenny Johnson,3800,PITT
Harrison Wallace III,3800,PSU
Matt Lauter,3800,BSU
Austin Bolt,3800,BSU
CJ Daniels,3800,LSU
DeSean Bishop,3700,TENN
JR Wilson,3700,UVA
Censere Lee,3700,PITT
Miles Kitselman,3700,TENN
Jordan Mosley,3700,MSST
Mason Taylor,3700,LSU
Sean Dollars,3600,NEV
Johnny Richardson,3600,UCF
Tyler Foster,3600,OKST
Talyn Shettron,3600,OKST
Mario Craver,3600,MSST
Josh Williams,3500,LSU
Jack Griese,3500,UVA
Tyler Crowe,3500,BSU
Ethan Davies,3500,UVA
TyLyric Coleman,3500,UVA
Chamon Metayer,3500,ASU
Xavier Guillory,3500,ASU
Squirrel White,3500,TENN
Dont'e Thornton Jr.,3500,TENN
Chris Hilton Jr.,3500,LSU
Drake Dabney,3500,TCU
Mitchell Evans,3500,ND
Charlie Selna,3500,ND
Beaux Collins,3500,ND
Rodney Hammond Jr.,3400,PITT
Sesi Vailahi,3400,OKST
Kyson Brown,3400,ASU
Cameron Davis,3400,UW
Myles Montgomery,3400,UCF
Kentron Poitier,3400,FSU
Chris Tyree,3400,UVA
Liam Clifford,3400,PSU
Nate Burleson II,3400,NEV
Chris Brazzell II,3400,TENN
JP Richardson,3400,TCU
Jaden Greathouse,3400,ND
Daniel Carter,3300,PITT
DeCarlos Brooks,3300,ASU
Johnnie Daniels,3300,MSST
Omari Evans,3300,PSU
Melquan Stovall,3300,ASU
Bru McCoy,3300,TENN
Kobe Prentice,3300,BAMA
Seydou Traore,3300,MSST
Cameron Ball,3300,MSST
Cooper Flanagan,3300,ND
Kris Mitchell,3300,ND
Chauncey Magwood,3300,UCF
Kam Davis,3200,FSU
Noah Vaughn,3200,UVA
Cameron Seldon,3200,TENN
Richard Young,3200,BAMA
Jadarian Price,3200,ND
Landen Thomas,3200,FSU
Jalen Brown,3200,FSU
Tyler Neville,3200,UVA
Eli Wood,3200,UVA
Josh Ford,3200,OKST
Khalil Dinkins,3200,PSU
Kendrick Law,3200,BAMA
Zavion Thomas,3200,LSU
DJ Rogers,3200,TCU
Eli Raridon,3200,ND
Jayden Thomas,3200,ND
Randy Pittman Jr.,3200,UCF
Kaleb Jackson,3100,LSU
Donte Hawthorne,3100,UVA
Trent Howland,3100,OKST
Cam Wallace,3100,PSU
Devyn Ford,3100,ND
Kyle Morlock,3100,FSU
Hykeem Williams,3100,FSU
Kameron Courtney,3100,UVA
Gavin Bartholomew,3100,PITT
Da'Wain Lofton,3100,OKST
Jace Henry,3100,NEV
Jake Smith,3100,ASU
Keleki Latu,3100,UW
Jeremiah Hunter,3100,UW
Holden Staes,3100,TENN
CJ Dippre,3100,BAMA
Justin Ball,3100,MSST
Jordan Faison,3100,ND
Ja'Varrius Johnson,3100,UCF
Ju'Juan Johnson,3000,LSU
Samuel Singleton Jr.,3000,FSU
Caziah Holmes,3000,FSU
Micahi Danzy,3000,FSU
Jaylin Lucas,3000,FSU
Zay Parks,3000,FSU
Jeremiah Johnson,3000,FSU
Xavier Brown,3000,UVA
Davis Lane Jr.,3000,UVA
Landon Spell,3000,UVA
Derrick Davis Jr.,3000,PITT
Che Nwabuko,3000,PITT
Montravius Lloyd,3000,PITT
Juelz Goff,3000,PITT
Caleb Williams,3000,PITT
Rodney Fields Jr.,3000,OKST
AJ Green,3000,OKST
Jake Schultz,3000,OKST
Hudson Devins,3000,OKST
C.J. Williams,3000,OKST
Seth Swirczynski,3000,OKST
Bryce Drummond,3000,OKST
Jaden Allen-Hendrix,3000,OKST
Luke McEndoo,3000,OKST
Holden Thompson,3000,OKST
Quinton Martin Jr.,3000,PSU
Tyler Holzworth,3000,PSU
Corey Smith,3000,PSU
Amiel Davis,3000,PSU
Caleb Ramseur,3000,NEV
Ky Woods,3000,NEV
Deston Hawkins,3000,NEV
Ashton Hayes,3000,NEV
Josh Tihada,3000,NEV
Dominik Ball,3000,NEV
Jason Brown Jr.,3000,ASU
Alton McCaskill,3000,ASU
Raleek Brown,3000,ASU
Daniyel Ngata,3000,UW
Sam Adams II,3000,UW
Jordan Washington,3000,UW
Ryder Bumgarner,3000,UW
Adam Mohammed,3000,UW
Khalifa Keith,3000,TENN
Peyton Lewis,3000,TENN
Hunter Barnes,3000,TENN
Patrick Wilk,3000,TENN
Daniel Hill,3000,BAMA
Kevin Riley,3000,BAMA
Michael Lorino III,3000,BAMA
Fredrick Moore,3000,BAMA
JR Gardner,3000,BAMA
Trey Holly,3000,LSU
Ty'son Edwards,3000,LSU
Malachi Lane,3000,LSU
DK Kency Jr.,3000,LSU
John Emery Jr.,3000,LSU
Joseph Ebun,3000,LSU
Keyvone Lee,3000,MSST
Xavier Gayten,3000,MSST
Seth Davis,3000,MSST
Wykece Johnson,3000,MSST
Brinston Williams,3000,MSST
Javaris Bufford,3000,MSST
Jeremy Payne,3000,TCU
Dominique Johnson,3000,TCU
Trey Sanders,3000,TCU
Nate Palmer,3000,TCU
Derrick Carroll,3000,TCU
Joe Pitchford,3000,TCU
Brant Ahlfinger,3000,TCU
Franklin Estrada II,3000,TCU
Aneyas Williams,3000,ND
Kedren Young,3000,ND
Gi'Bran Payne,3000,ND
Justin Fisher,3000,ND
Jake Tafelski,3000,ND
Dylan Devezin,3000,ND
Ethan Mikita,3000,BSU
Ryker Clinger,3000,BSU
Kam Ingram,3000,UCF
Tyler Wrenn,3000,UCF
Stacy Gage,3000,UCF
Preston Foreman,3000,UCF
Amaree Williams,3000,FSU
Brian Courtney,3000,FSU
Jerrale Powers,3000,FSU
Luke Douglas,3000,FSU
Jackson West,3000,FSU
Nick Roebas-Bass,3000,FSU
Darion Williamson,3000,FSU
Lawayne McCoy,3000,FSU
Deuce Spann,3000,FSU
Destyn Hill,3000,FSU
Camdon Frier,3000,FSU
Elijah Moore,3000,FSU
Willy Suarez,3000,FSU
Carson Pielock,3000,FSU
Xavier Johnson,3000,FSU
BJ Gibson,3000,FSU
Dakota Twitty,3000,UVA
Sackett Wood Jr.,3000,UVA
Sage Ennis,3000,UVA
Henry Duke,3000,UVA
TeKai Kirby,3000,UVA
John Rogers,3000,UVA
Henry Omohundro,3000,UVA
Hayden Rollison,3000,UVA
Suderian Harrison,3000,UVA
Claiborne Richards,3000,UVA
Dillon Tennyson,3000,UVA
Titus Ivy,3000,UVA
Triston Ward,3000,UVA
Trevor Ladd,3000,UVA
KJ Bratton,3000,UVA
Jake Overman,3000,PITT
Malachi Thomas,3000,PITT
Jake Renda,3000,PITT
Adam Howanitz,3000,PITT
Truitt Brown,3000,PITT
Josh Altsman,3000,PITT
Daejon Reynolds,3000,PITT
Zion Fowler-El,3000,PITT
Benny Haselrig,3000,PITT
Lamar Seymore,3000,PITT
Jake McConnachie,3000,PITT
Peter Vardzel,3000,PITT
Caden Smith,3000,PITT
Devin Whitlock,3000,PITT
Amah Agwu,3000,PITT
Tyreek Robinson,3000,PITT
Cameron Monteiro,3000,PITT
Jacob Sassic,3000,PITT
Thaddeus Shaw,3000,PITT
Quinton Stewart,3000,OKST
Joe Bisso,3000,OKST
Tabry Shettron,3000,OKST
Dominic Grein,3000,OKST
Gavin Freeman,3000,OKST
Ayo Shotomide-King,3000,OKST
Cale Cabbiness,3000,OKST
Jalen Pope,3000,OKST
Heston Thompson,3000,OKST
Ty Walls,3000,OKST
Tre Griffiths,3000,OKST
Kyler Pearson,3000,OKST
Camron Heard,3000,OKST
Marcus Dockins Jr.,3000,OKST
Braden Baize,3000,OKST
Mason Gilkey,3000,OKST
Tykie Andrews,3000,OKST
Cutter Greene,3000,OKST
Jaxon Deason,3000,OKST
Luke Reynolds,3000,PSU
Andrew Rappleyea,3000,PSU
Jerry Cross,3000,PSU
Joey Schlaffer,3000,PSU
Finn Furmanek,3000,PSU
Julian Fleming,3000,PSU
Anthony Ivey,3000,PSU
Tyseer Denmark,3000,PSU
Kaden Saunders,3000,PSU
Tyler Johnson,3000,PSU
Jake Spencer,3000,PSU
Mehki Flowers,3000,PSU
Peter Gonzalez,3000,PSU
Ethan Black,3000,PSU
Logan Cunningham,3000,PSU
Aaron Enterline,3000,PSU
Josiah Brown,3000,PSU
Feyisayo Oluleye,3000,PSU
Donte Nastasi,3000,PSU
Jason Estrella,3000,PSU
Oliver Stuart,3000,NEV
Andrew Savaiinaea,3000,NEV
Jayden O'Rourke,3000,NEV
Carter Eck,3000,NEV
Josh Grabowski,3000,NEV
Hayden George,3000,NEV
Rory Morgan,3000,NEV
Marshaun Brown,3000,NEV
Nathaneal Floyd,3000,NEV
Marquis Ashley,3000,NEV
Kola Babalola,3000,NEV
Gerick Robinson,3000,NEV
Cameron Cooke,3000,NEV
Terrell Cooks Jr.,3000,NEV
Daijon Calimon,3000,NEV
Trace Estes,3000,NEV
Charles Brown,3000,NEV
Markeston Douglas,3000,ASU
Cameron Harpole,3000,ASU
Coleson Arends,3000,ASU
Jayden Fortier,3000,ASU
James Giggey,3000,ASU
Sinjin Schmitt,3000,ASU
Troy Omeire,3000,ASU
Derek Eusebio,3000,ASU
Max Ware,3000,ASU
Kaleb Black,3000,ASU
Deric English,3000,ASU
Zechariah Sample,3000,ASU
Malik McClain,3000,ASU
Korbin Hendrix,3000,ASU
Armon Collins,3000,ASU
Jamaal Young II,3000,ASU
Justice Spann,3000,ASU
Coben Bourguet,3000,ASU
Quentin Moore,3000,UW
Decker DeGraaf,3000,UW
Owen Coutts,3000,UW
Ryan Otton,3000,UW
Charlie Crowell,3000,UW
Wilson Schwartz,3000,UW
Rashid Williams,3000,UW
Keith Reynolds,3000,UW
Audric Harris,3000,UW
Kevin Green Jr.,3000,UW
Jason Robinson Jr.,3000,UW
Jackson Girouard,3000,UW
Luke Gayton,3000,UW
Jace Burton,3000,UW
Luke Luchini,3000,UW
Camden Sirmon,3000,UW
Justice Williams,3000,UW
Ethan Davis,3000,TENN
Luke Shouse,3000,TENN
Charlie Browder,3000,TENN
Titus Rohrer,3000,TENN
Cole Harrison,3000,TENN
Kaleb Webb,3000,TENN
Nathan Leacock,3000,TENN
Mike Matthews,3000,TENN
Tommy Winton III,3000,TENN
Braylon Staley,3000,TENN
Nathan Roberts,3000,TENN
Trey Weary,3000,TENN
Jack-Henry Jakobik,3000,TENN
Dayton Sneed,3000,TENN
Nate Spillman,3000,TENN
Braylon Harmon,3000,TENN
Jackson Locke,3000,TENN
Malcolm Kinzer,3000,TENN
Carson Whitehead,3000,TENN
Josh Cuevas,3000,BAMA
Robbie Ouzts,3000,BAMA
Danny Lewis Jr.,3000,BAMA
Jay Lindsey,3000,BAMA
Adam Thorsland,3000,BAMA
Peyton Fox,3000,BAMA
Ty Lockwood,3000,BAMA
Coby McNeal,3000,BAMA
Cole Adams,3000,BAMA
Emmanuel Henderson Jr.,3000,BAMA
Caleb Odom,3000,BAMA
Rico Scott,3000,BAMA
Bubba Hampton,3000,BAMA
Jalen Hale,3000,BAMA
Amari Jefferson,3000,BAMA
MJ Chirgwin,3000,BAMA
Miguel Camboia,3000,BAMA
Colby Cruz,3000,BAMA
Kaleb Fleming,3000,BAMA
Jaren Hamilton,3000,BAMA
Cooper Mollison,3000,BAMA
Jay Loper Jr.,3000,BAMA
Ka'Morreun Pimpton,3000,LSU
GiVanni Peterson,3000,LSU
Landon Craig,3000,LSU
Trey'Dez Green,3000,LSU
Gabe Leonards,3000,LSU
Javen Nicholas,3000,LSU
Shelton Sampson Jr.,3000,LSU
Landon Ibieta,3000,LSU
Jelani Watkins,3000,LSU
Kyle Parker,3000,LSU
Isaiah Stone,3000,LSU
Kylan Billiot,3000,LSU
Noah Nash,3000,LSU
Cowinn Helaire,3000,LSU
Nick Lauderdale,3000,MSST
Semaj Parker,3000,MSST
Josh Washington,3000,MSST
Rayfield Lotten,3000,MSST
Jacorey Whitted,3000,MSST
Sam Paxton,3000,MSST
Kelly Akharaiyi,3000,MSST
Creed Whittemore,3000,MSST
Trent Hudson,3000,MSST
Braylon Burnside,3000,MSST
Jaden Walley,3000,MSST
Sanfrisco Magee,3000,MSST
Kade Kolka,3000,MSST
Antonio Harmon,3000,MSST
Ricky Johnson,3000,MSST
Thomas Cheatham,3000,MSST
Logan Flinta,3000,MSST
JJ Harrell,3000,MSST
Lafayette Kaiuway,3000,TCU
Jax Porter,3000,TCU
Cade Keith,3000,TCU
Cole Snodgrass,3000,TCU
JoJo Earle,3000,TCU
Dylan Wright,3000,TCU
Blake Nowell,3000,TCU
Major Everhart,3000,TCU
Braylon James,3000,TCU
Dozie Ezukanma,3000,TCU
Jordyn Bailey,3000,TCU
Parker Clark,3000,TCU
Keagan Cunningham,3000,TCU
Joe Laterza,3000,TCU
Fletcher Fierro,3000,TCU
Colton Dobson,3000,TCU
Hunter Krepp,3000,TCU
Austin Scheets,3000,TCU
Gekyle Baker,3000,TCU
Sutton Lee,3000,TCU
Steel Tobin,3000,TCU
Kevin Bauman,3000,ND
Davis Sherwood,3000,ND
Henry Garrity,3000,ND
Andrew Yanoshak,3000,ND
Jack Larsen,3000,ND
Jayden Harrison,3000,ND
Deion Colzie,3000,ND
KK Smith,3000,ND
Tyler Buchner,3000,ND
Alex Whitman,3000,ND
Matt Jeffery,3000,ND
Leo Scheidler,3000,ND
Logan Saldate,3000,ND
Xavier Southall,3000,ND
Cam Williams,3000,ND
Micah Gilbert,3000,ND
Jack Polian,3000,ND
Matt Wagner,3000,BSU
Austin Terry,3000,BSU
Mitch Bothwell,3000,BSU
Kaden Anderson,3000,BSU
Oliver Fisher,3000,BSU
Luke Voorhees,3000,BSU
Chase Penry,3000,BSU
Chris Marshall,3000,BSU
Cameron Bates,3000,BSU
Zamondre Merriweather,3000,BSU
Cooper Jones,3000,BSU
Ben Ford,3000,BSU
Kayden Chan,3000,BSU
Hunter Steacker,3000,BSU
Tyrone Jackson,3000,BSU
AJ Maes,3000,BSU
Troy Wilkey,3000,BSU
Jackson Grier,3000,BSU
Evan Morris,3000,UCF
Reece Adkins,3000,UCF
Jordan Davis,3000,UCF
Kylan Fox,3000,UCF
Grant Stevens,3000,UCF
Thomas Wadsworth,3000,UCF
Trent Whittemore,3000,UCF
Jarrad Baker,3000,UCF
Dwartney Wortham,3000,UCF
Carson Hinshaw,3000,UCF
Tyree Patterson,3000,UCF
Bredell Richardson,3000,UCF
Caleb Rollerson,3000,UCF
Jordyn Bridgewater,3000,UCF
Kason Stokes,3000,UCF
