displayName,salary,teamAbbreviation
Luke Knight,4500,ARMY
Ethan Washington,4500,ARMY
Samaj Jones,4500,CINCY
Danny Stoddard,4500,CINCY
Will Kocher,4500,CINCY
Jacob Hoying,4500,CINCY
Drew Mestemaker,4500,UNT
Grant Tisdale,4500,UNT
Carson Woods,4500,UNT
Tom von Grote,4500,UNT
Devin Mockobee,4500,PUR
Ikaika Ragsdale,4500,UNT
Brett Seither,4500,GT
Cayden Lee,4500,MISS
Ty Son Lawton,4400,IU
Montrell Johnson Jr.,4400,UF
Elijhah Badger,4400,UF
Omar Cooper Jr.,4300,IU
Marcus Burke,4200,UF
Trey Cooley,4100,GT
Kye Robichaux,4100,BC
CJ Donaldson Jr.,4100,WVU
Tyrell Robinson,4100,ARMY
Hudson Clement,4100,WVU
Max Klare,4100,PUR
DeAndre Moore Jr.,4100,UT
Datrell Jones,4000,BC
Dallan Hayden,4000,COL
Carson Hansen,4000,ISU
Daniel Hishaw Jr.,4000,KU
Donovan Edwards,4000,MICH
TC Caffey,4000,OSU
Jadan Baugh,4000,UF
Domonique Thomas,4000,MISS
Damashja Harris,4000,UNT
Jake Briningstool,4000,CLEM
Adam Randall,4000,CLEM
Dymere Miller,4000,RU
Emanuel Ross,4000,SYR
Lawrence Arnold,4000,KU
Jahmal Edrine,4000,PUR
Joe Royer,4000,CINCY
Mark Fletcher Jr.,3900,MIA
Isaiah Augustave,3900,COL
Elijah Green,3900,IU
Marcus Major,3900,MINN
Jacolby George,3900,MIA
Jimmy Horn Jr.,3900,COL
Johntay Cook II,3900,UT
Coy Eakin,3900,TTU
Dalton Carnes,3900,UNT
Micah Welch,3800,COL
Kamari Morales,3800,BC
Traylon Ray,3800,WVU
Will Sheppard,3800,COL
Myles Price,3800,IU
Elijah Spencer,3800,MINN
Jaron Tibbs,3800,PUR
Dae'Quan Wright,3800,MISS
Antwane Wells Jr.,3800,MISS
Casey Reynolds,3800,ARMY
De'Nylon Morrissette,3700,PUR
Chad Alexander,3600,GT
Manny Covey,3600,CINCY
Umari Hatcher,3600,SYR
T.J. McWilliams,3600,MINN
Matthew Golden,3600,UT
Aiden Meeks,3600,TTU
Cam Schurr,3600,ARMY
Tony Johnson,3600,CINCY
Turbo Richard,3500,BC
Will Nixon,3500,SYR
Jaylon Jackson,3500,ISU
Kaelon Black,3500,IU
Nate Frazier,3500,UGA
Evan Pryor,3500,CINCY
Shane Porter,3500,UNT
Josh Sapp,3500,CLEM
Jaedn Skeete,3500,BC
Jay Brunelle,3500,BC
Kolby Luna,3500,MIA
Ian Strong,3500,RU
Da'Quan Felton,3500,VT
Kole Taylor,3500,WVU
Carson Brown,3500,ISU
Leyton Cure,3500,KU
Le'Meke Brockington,3500,MINN
Donielle Hayes,3500,MINN
Carnell Tate,3500,OSU
CJ Smith,3500,PUR
Chimere Dike,3500,UF
L.J. Johnson Jr.,3500,TTU
D.J. Crest,3500,TTU
Blair Conwright,3500,UNT
Miles Coleman,3500,UNT
Antwan Raymond,3400,RU
Malachi Thomas,3400,VT
Charlie Offerdahl,3400,COL
Abu Sama III,3400,ISU
Benjamin Hall,3400,MICH
Jordan Nubin,3400,MINN
Cash Jones,3400,UGA
Hayden Reed,3400,ARMY
Jerand Bradley,3400,BC
KJ Duff,3400,RU
Benji Gosnell,3400,VT
Eli Green,3400,ISU
Ke'Shawn Williams,3400,IU
Jalen Hoffman,3400,MICH
Brady Prieskorn,3400,MICH
Semaj Morgan,3400,MICH
Cristian Driver,3400,MINN
Leland Smith,3400,PUR
Lawson Luckie,3400,UGA
Colbie Young,3400,UGA
Kavon Pointer,3400,ARMY
Aiden Flora,3300,ISU
Sieh Bangura,3300,MINN
James Peoples,3300,OSU
Reggie Love III,3300,PUR
Ja'Kobi Jackson,3300,UF
Matt Jones,3300,MISS
Rashad Amos,3300,MISS
Jerrick Gibson,3300,UT
Jake Rendina,3300,ARMY
Makenzie McGill II,3300,UNT
T.J. Moore,3300,CLEM
Avery Boyd,3300,GT
Reed Harris,3300,BC
Elijah Arroyo,3300,MIA
Mike Higgins,3300,RU
Preston Fox,3300,WVU
Tripp Walsh,3300,ISU
Beni Ngoyi,3300,ISU
Quentin Skinner,3300,KU
Zach Horton,3300,IU
Miles Cross,3300,IU
Marlin Klein,3300,MICH
Tyler Morris,3300,MICH
Tyler Williams,3300,MINN
Arhmad Branch,3300,PUR
Aidan Mizell,3300,UF
London Humphreys,3300,UGA
Silas Bolden,3300,UT
David Crossan,3300,ARMY
Anthony Carrie,3200,GT
Jordan Lyle,3200,MIA
Jeremiah Coney,3200,VT
Jaheim Merriweather,3200,PUR
Ulysses Bentley IV,3200,MISS
J'Koby Williams,3200,TTU
Samari Howard,3200,ARMY
Kiefer Sibley,3200,UNT
Troy Stellato,3200,CLEM
Jackson Hawes,3200,GT
Chase Lane,3200,GT
Chris Elko,3200,GT
Elija Lofton,3200,MIA
Sam Brown Jr.,3200,MIA
Chris Long,3200,RU
Dan Villari,3200,SYR
Zeed Haynes,3200,SYR
Ali Jennings,3200,VT
Rodney Gallagher III,3200,WVU
Kai Black,3200,ISU
Jared Casey,3200,KU
Hunter Luke,3200,KU
Kendrick Bell,3200,MICH
Gee Scott Jr.,3200,OSU
Kam Brown,3200,PUR
Arlis Boardingham,3200,UF
Oscar Delp,3200,UGA
Gunnar Helm,3200,UT
Ryan Wingo,3200,UT
Ryan Niblett,3200,UT
Oscar Hammond,3200,UNT
Jay Haynes,3100,CLEM
Yasin Willis,3100,SYR
Jaylen Anderson,3100,WVU
Cameron Dickey,3100,TTU
Miles Stewart,3100,ARMY
Zach Evans,3100,UNT
Bryant Wesco Jr.,3100,CLEM
Jeremiah Franklin,3100,BC
Ben Black,3100,RU
Darrell Gill Jr.,3100,SYR
Stephen Gosnell,3100,VT
Ayden Greene,3100,VT
Jaden Bray,3100,WVU
Justin Robinson,3100,WVU
Benjamin Brahmer,3100,ISU
Trevor Kardell,3100,KU
Trey Walker,3100,IU
Peyton O'Leary,3100,MICH
Jameson Geers,3100,MINN
Bennett Christian,3100,OSU
Brandon Inniss,3100,OSU
Drew Biber,3100,PUR
Shamar Rigby,3100,PUR
Hayden Hansen,3100,UF
Tank Hawkins,3100,UF
Caden Prieskorn,3100,MISS
Jalin Conyers,3100,TTU
Jordan Brown,3100,TTU
Haydon Wiginton,3100,TTU
Will Montesi,3100,ARMY
Jamoi Mayes,3100,CINCY
Landon Sides,3100,UNT
Wyatt Young,3100,UNT
Keith Adams Jr.,3000,CLEM
Jarvis Green,3000,CLEM
Peyton Streko,3000,CLEM
Wise Segars Jr.,3000,CLEM
Tristen Rigby,3000,CLEM
David Eziomume,3000,CLEM
Kevin McNeal,3000,CLEM
Trelain Maddox,3000,GT
Daylon Gordon,3000,GT
Evan Dickens,3000,GT
Jordan McDonald,3000,BC
Hunter Clark,3000,BC
Alex Broome,3000,BC
Anthony Ferrucci,3000,BC
Ajay Allen,3000,MIA
Chris Johnson Jr.,3000,MIA
Chris Wheatley-Humphrey,3000,MIA
Terrell Walden II,3000,MIA
Jack Whitehouse,3000,MIA
Ja'shon Benjamin,3000,RU
Edd Guerrier,3000,RU
Samuel Brown V,3000,RU
Jordan Smikle,3000,RU
Gabe Winowich,3000,RU
Jordan Kinsler,3000,RU
Donovan Delaney Jr.,3000,RU
Jaden Hart,3000,SYR
Tyler Chandler,3000,SYR
Jordan Montanez,3000,SYR
Malachi James,3000,SYR
Max Runyon,3000,SYR
P.J. Prioleau,3000,VT
Ty'Drez Clements,3000,VT
Tyler Mason,3000,VT
John Buetow,3000,VT
Judah Price,3000,WVU
Clay Ash,3000,WVU
Diore Hubbard,3000,WVU
Murphy Clement,3000,WVU
Trae'von Dunbar,3000,WVU
Colin McBee,3000,WVU
Brandon Hood,3000,COL
Titus Bautista,3000,COL
Christian Sarem,3000,COL
Dylan Lee,3000,ISU
Easton Miller,3000,ISU
AJ Petersen,3000,ISU
Charlie Whelpley,3000,ISU
Sevion Morrison,3000,KU
Torry Locklin,3000,KU
Micah Johnson,3000,KU
Jack Schneider,3000,KU
Johnny Thompson Jr.,3000,KU
Carson Morgan,3000,KU
Harry Stewart III,3000,KU
Daniel Weems,3000,IU
Solomon Vanhorse,3000,IU
Khobie Martin,3000,IU
Kyler Kropp,3000,IU
Tavierre Dunlap,3000,MICH
Cole Cabana,3000,MICH
Jordan Marshall,3000,MICH
Leon Franklin,3000,MICH
Bryson Kuzdzal,3000,MICH
Henry Donohue,3000,MICH
Micah Ka'apana,3000,MICH
Jaren Mangham,3000,MINN
Kaeden Johnson,3000,MINN
Cortez LeGrant,3000,MINN
Fame Ijeboi,3000,MINN
Jaydon Wright,3000,MINN
Zander Rockow,3000,MINN
Sam Williams-Dixon,3000,OSU
Rashid SeSay,3000,OSU
Chase Brecht,3000,OSU
Elijah Jackson,3000,PUR
Addai Lewellen,3000,PUR
Ben Furtney,3000,PUR
Antonio Harris,3000,PUR
Treyaun Webb,3000,UF
KD Daniels,3000,UF
Cam Carroll,3000,UF
Anthony Rubio,3000,UF
Kelvin Jimenez,3000,UF
Chauncey Bowens,3000,UGA
Dwight Phillips Jr.,3000,UGA
Gannon Hearst,3000,UGA
Wade Penn,3000,UGA
Jacob Hardie,3000,UGA
Brandon Mathis,3000,UGA
Jason Albritton,3000,MISS
Ali Scott,3000,MISS
Raphael Ekechi,3000,MISS
Austin Acton,3000,MISS
Colin Page,3000,UT
Reid Watkins,3000,UT
Velton Gardner,3000,UT
CJ Baxter,3000,UT
Christian Clark,3000,UT
Nik Sanders,3000,UT
Adam Hill,3000,TTU
Cam'Ron Valdez,3000,TTU
Jaden Morris,3000,TTU
David Clerk,3000,ARMY
AJ Williams,3000,ARMY
Lloyd Benson III,3000,ARMY
Jarel Dickson,3000,ARMY
Aden Self,3000,ARMY
Sabastian Shannon,3000,ARMY
Briggs Bartosh,3000,ARMY
Randall Nauden,3000,ARMY
Jayden Walker,3000,ARMY
Brady Mott,3000,ARMY
Ty Brown-Stauffer,3000,ARMY
Carson Smith,3000,ARMY
Brennan Fisher,3000,ARMY
Pookie Arterberry,3000,ARMY
Ben Gibbs,3000,ARMY
Jack Kayser,3000,ARMY
Trey Tremba,3000,ARMY
Seth Reece,3000,ARMY
Corey Singleton Jr.,3000,ARMY
Tim Kloska,3000,ARMY
Bill Young,3000,ARMY
Chance Williams,3000,CINCY
Victor Dawson,3000,CINCY
Jakorion Caffey,3000,CINCY
Brian Doneghy II,3000,CINCY
Juwaun Price,3000,UNT
Ashton Gray,3000,UNT
Shawn Wara,3000,UNT
Olsen Patt-Henry,3000,CLEM
Markus Dixon,3000,CLEM
Banks Pope,3000,CLEM
Christian Bentancur,3000,CLEM
Colby Shaw,3000,CLEM
Cole Turner,3000,CLEM
Tyler Brown,3000,CLEM
Hampton Earle,3000,CLEM
Noble Johnson,3000,CLEM
Misun Kelley,3000,CLEM
Jackson Crosby,3000,CLEM
Clay Swinney,3000,CLEM
Parker Fulghum,3000,CLEM
Chase Byrd,3000,CLEM
Tristan Martinez,3000,CLEM
Clark Sanderson,3000,CLEM
Zach Jackson,3000,CLEM
Charlie Johnson,3000,CLEM
Ryland Goede,3000,GT
Josh Beetham,3000,GT
Luke Harpring,3000,GT
Jackson Long,3000,GT
Joshua Ruder,3000,GT
Blake Ragsdale,3000,GT
David Prince,3000,GT
Bailey Stockton,3000,GT
Leo Blackburn,3000,GT
Abdul Janneh Jr.,3000,GT
Isiah Canion,3000,GT
Zion Taylor,3000,GT
Judson Petty,3000,GT
Trent Davis,3000,GT
Nick Bliss,3000,GT
Trey Horne,3000,GT
Matt Ragan,3000,BC
Brady Clough,3000,BC
Ryan Boultwood,3000,BC
Danny Edgehille,3000,BC
Jayden McGowan,3000,BC
Luke McLaughlin,3000,BC
Dino Tomlin,3000,BC
Nate Johnson,3000,BC
Montrell Wade,3000,BC
Cedric Lott Jr.,3000,BC
Michael Landolfi,3000,BC
Martin Laham,3000,BC
Ismael Zamor,3000,BC
Zach Schnorrbusch,3000,BC
Riley Williams,3000,MIA
Cam McCormick,3000,MIA
Jackson Carver,3000,MIA
Owen Ruskavich,3000,MIA
Dylan Reiman,3000,MIA
Hunter Carver,3000,MIA
Ray Ray Joseph,3000,MIA
Joshisa Trader,3000,MIA
Ny Carr,3000,MIA
Shemar Kirk,3000,MIA
Chance Robinson,3000,MIA
Andrew Cohen,3000,MIA
Brennan Burton,3000,MIA
Nick Thomas,3000,MIA
Logan Blake,3000,RU
Kenny Fletcher,3000,RU
Victor Konopka,3000,RU
Jackson Gister,3000,RU
Matthew Ogunniyi,3000,RU
Monte Keener,3000,RU
Liam Kilcomons,3000,RU
Christian Dremel,3000,RU
Famah Toure,3000,RU
Dylan Braithwaite,3000,RU
Naseim Brantley,3000,RU
Dino Kaliakmanis,3000,RU
Deondre Johnson,3000,RU
Gunnison Bloodgood,3000,RU
Nasir Montgomery,3000,RU
Ben Rosenblatt,3000,RU
Trent Osborn,3000,RU
Maximilian Mang,3000,SYR
Jamie Tremble,3000,SYR
Carter Clark,3000,SYR
Elijah Washington-Baker,3000,SYR
David Clement,3000,SYR
Jaylan Hornsby,3000,SYR
Ja'Meer Thomas,3000,SYR
Braden Davis,3000,SYR
Kyle Acker,3000,SYR
Ta'Ron Haile,3000,SYR
Nick Armentano,3000,SYR
Harrison Saint Germain,3000,VT
Nick Gallo,3000,VT
Connor Ferguson,3000,VT
Cole Pickett,3000,VT
Ja'Ricous Hairston,3000,VT
Cole Reemsnyder,3000,VT
Zeke Wimbush,3000,VT
Takye Heath,3000,VT
Xayvion Turner-Bradshaw,3000,VT
Tucker Holloway,3000,VT
Jordan Tapscott,3000,VT
Keylen Adams,3000,VT
Chance Fitzgerald,3000,VT
Chanz Wiggins,3000,VT
Charlie O'Connor,3000,VT
L.J. Booker,3000,VT
Treylan Davis,3000,WVU
Will Dixon,3000,WVU
Greg Genross,3000,WVU
Noah Braham,3000,WVU
Jack Sammarco,3000,WVU
Ric'Darious Farmer,3000,WVU
Jarel Williams,3000,WVU
TJ Johnson,3000,WVU
Tyler Evans,3000,WVU
C.J. Cole,3000,WVU
Andrew Phares,3000,WVU
Dom Collins,3000,WVU
Mykel Davis,3000,WVU
Brandon Rehmann,3000,WVU
Sav'ell Smalls,3000,COL
Sam Hart,3000,COL
Morgan Pearson,3000,COL
Charlie Williams,3000,COL
Brady Kopetz,3000,COL
Antonio Posadas,3000,COL
Terrell Timmons Jr.,3000,COL
Drelon Miller,3000,COL
Kaleb Mathis,3000,COL
Asaad Waseem,3000,COL
Jordan Onovughe,3000,COL
Cordale Russell,3000,COL
Kam Mikell,3000,COL
Tagert Bardin,3000,COL
Ronald Coleman,3000,COL
Carson Westbrook,3000,COL
Gavin Marsh,3000,COL
Tyler Moore,3000,ISU
Stevo Klotz,3000,ISU
Gabe Burkle,3000,ISU
Keaton Roskop,3000,ISU
CJ Hayden,3000,ISU
Andrew Keller,3000,ISU
Cooper Alexander,3000,ISU
Isaiah Alston,3000,ISU
Dominic Overby,3000,ISU
Brett Eskildsen,3000,ISU
Dillon Ranck,3000,ISU
Michael Parkes,3000,ISU
Tyler Claiborne,3000,ISU
Carson Robbins,3000,ISU
Jonathan Vande Walle,3000,ISU
Wyatt Archer,3000,ISU
DeShawn Hanika,3000,KU
Quinton Conley,3000,KU
Jaden Hamm,3000,KU
Carson Bruhn,3000,KU
Tevita Ahoafi-Noa,3000,KU
Max Muehlberger,3000,KU
Trevor Wilson,3000,KU
Doug Emilien,3000,KU
Bryce Cohoon,3000,KU
Keaton Kubecka,3000,KU
Isreal Moses V,3000,KU
Jarred Sample,3000,KU
Griffin Koch,3000,KU
Mack Moeller,3000,KU
Grant Muffenbier,3000,KU
Donald Collier,3000,KU
James Bomba,3000,IU
Brody Kosin,3000,IU
Sam West,3000,IU
Brody Foley,3000,IU
Andison Coby,3000,IU
Jackson Wasserstrom,3000,IU
Charlie Becker,3000,IU
Camden Jordan,3000,IU
Eli Jochem,3000,IU
Derin McCulley,3000,IU
Brady Simmons,3000,IU
Max Bredeson,3000,MICH
Deakon Tonielli,3000,MICH
Zack Marshall,3000,MICH
Hogan Hansen,3000,MICH
Grayson Dee,3000,MICH
Noah Howes,3000,MICH
Fredrick Moore,3000,MICH
Amorion Walker,3000,MICH
C.J. Charleston,3000,MICH
Joe Taylor,3000,MICH
Logan Forbes,3000,MICH
Drew Hickmott,3000,MICH
Channing Goodwin,3000,MICH
I'Marion Stewart,3000,MICH
Tomas O'Meara,3000,MICH
Kaleb Schlecht,3000,MICH
Bryce Wilcox,3000,MICH
Nick Kallerup,3000,MINN
Nathan Jones,3000,MINN
Pierce Walsh,3000,MINN
Jacob Simpson,3000,MINN
Sam Peters,3000,MINN
Jack DiSano,3000,MINN
Julian Johnson,3000,MINN
Frank Bierman,3000,MINN
Kenric Lanier II,3000,MINN
Kristen Hoskins,3000,MINN
Cade Conzemius,3000,MINN
Quentin Redding,3000,MINN
Jalen Smith,3000,MINN
Will Kacmarek,3000,OSU
Patrick Gurd,3000,OSU
Jelani Thurman,3000,OSU
Maxence LeBlanc,3000,OSU
Zak Herbstreit,3000,OSU
Jace Middleton,3000,OSU
Jayden Ballard,3000,OSU
Bryson Rodgers,3000,OSU
Kojo Antwi,3000,OSU
Joop Mitchell,3000,OSU
Reis Stocksdale,3000,OSU
Dorian Williams,3000,OSU
Mylan Graham,3000,OSU
Nolan Baudo,3000,OSU
David Adolph,3000,OSU
Damarion Witten,3000,OSU
Brennen Schramm,3000,OSU
Shawn Lodge,3000,OSU
George Burhenn,3000,PUR
James Hardy,3000,PUR
Luke Klare,3000,PUR
Tayvion Galloway,3000,PUR
Andrew Sowinski,3000,PUR
Jayden Dixon-Veal,3000,PUR
Jesse Watson,3000,PUR
Nolan Buckman,3000,PUR
Andrew Adkison,3000,PUR
Ryne Shackelford,3000,PUR
Tra'Mar Harris,3000,PUR
Luke Jones,3000,PUR
Donovan Hamilton,3000,PUR
Adam Kidder,3000,PUR
Scott Isacks,3000,UF
Tony Livingston,3000,UF
Keon Zipperer,3000,UF
Amir Jackson,3000,UF
Caleb Rillos,3000,UF
Gavin Hill,3000,UF
Dawson Johnson,3000,UF
TJ Abrams,3000,UF
Taylor Spierto,3000,UF
Ja'Quavion Fraziars,3000,UF
Andy Jean,3000,UF
Brian Green Jr.,3000,UF
Kahleil Jackson,3000,UF
David Schmidt,3000,UF
Jaden Edgecombe,3000,UF
Alex Gonzalez,3000,UF
Zak Sedaros,3000,UF
DeBraun Hampton,3000,UF
Jackson Wade,3000,UF
Ben Yurosek,3000,UGA
Patrick Hester,3000,UGA
Jordan White,3000,UGA
Jaden Reddell,3000,UGA
Cooper Johnson,3000,UGA
David Lalaian,3000,UGA
Henry Delp,3000,UGA
Colton Heinrich,3000,UGA
Michael Jackson III,3000,UGA
Anthony Evans III,3000,UGA
Cole Speer,3000,UGA
Sacovie White,3000,UGA
Nitro Tuggle,3000,UGA
Luke Bennett,3000,UGA
Walter Blanchard,3000,UGA
Brandon Moody,3000,UGA
Will Taylor,3000,UGA
Jeremy Bell,3000,UGA
Danny Curran,3000,UGA
Miles Thornton,3000,UGA
Kavon Townsend,3000,UGA
Izayah Reeves,3000,UGA
Marek Briley,3000,UGA
Wyatt Smalley,3000,MISS
Hudson Wolfe,3000,MISS
Salathiel Hemphill,3000,MISS
Dillon Hipp,3000,MISS
Sean Judge,3000,MISS
Jack Harper,3000,MISS
Ayden Williams,3000,MISS
Noreel White,3000,MISS
Josh Aka,3000,MISS
Drew Burnett,3000,MISS
Micah Davis,3000,MISS
Jordan Smart,3000,MISS
Izaiah Hartrup,3000,MISS
Devin Price,3000,MISS
Joshua Pfeifer,3000,MISS
Calvin Wilson,3000,MISS
Jarnorris Hopson,3000,MISS
Mac Owen,3000,MISS
Torian Kelly,3000,MISS
Ciaran Pedulla,3000,MISS
Dylan Davis,3000,MISS
Amari Niblack,3000,UT
Juan Davis,3000,UT
Will Randle,3000,UT
Ridge Barker,3000,UT
Spencer Shannon,3000,UT
Jordan Washington,3000,UT
Parker Livingstone,3000,UT
Hamilton McMartin,3000,UT
Ty Boatright,3000,UT
Quinn Merritt,3000,UT
Bryce Chambers,3000,UT
Rett Andersen,3000,UT
Aaron Butler,3000,UT
Hudson Powell,3000,UT
Freddie Dubose,3000,UT
Reece Beauchamp,3000,UT
Remy Patson,3000,UT
Thatcher Milton,3000,UT
Johncarlos Miller II,3000,TTU
Mason Tharp,3000,TTU
Charles Robinson,3000,TTU
Jason Llewellyn,3000,TTU
Jack Esparza,3000,TTU
Trey Jackson,3000,TTU
Drae McCray,3000,TTU
Micah Hudson,3000,TTU
Brady Boyd,3000,TTU
Kelby Valsin,3000,TTU
Drew Hocutt,3000,TTU
T.J. West,3000,TTU
Chandlin Myers,3000,TTU
Curtis Murillo,3000,TTU
Price Morgan,3000,TTU
Tyson Turner,3000,TTU
Parker Poloskey,3000,ARMY
Landon Laskey,3000,ARMY
Teddy Williams,3000,ARMY
James Rothstein,3000,ARMY
Tex Brannan,3000,ARMY
Ryan Vanscoy,3000,ARMY
Mack O'Halloran,3000,ARMY
Nollenn Tabaska,3000,ARMY
Grayson Baker,3000,ARMY
Brian Dyer,3000,ARMY
Max Stober,3000,ARMY
Noah Prior,3000,ARMY
Liam Fortner,3000,ARMY
Tobi Olawole,3000,ARMY
Brady Anderson,3000,ARMY
Dom Esposito,3000,ARMY
Nolan Munroe,3000,ARMY
Josh Horton,3000,ARMY
Neo Vossschulte,3000,ARMY
Kurt Thompson,3000,ARMY
Chace Knox,3000,ARMY
Joey Beljan,3000,CINCY
Devyn Zahursky,3000,CINCY
Francis Sherman,3000,CINCY
Michael McCalmont,3000,CINCY
