PG,SG,SF,PF,C,G,F,UTIL,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Geomean Ownership,Simulated ROI
36883520,36883353,36883510,36883418,36883359,36883378,36883543,36883376,259.28,240.8695,261.3695,281.8695,292.6195,310.632,327.8795,280.75,29.50988345,0.344301245
36883335,36883549,36883483,36883389,36883361,36883520,36883398,36883359,257.54,238.3089,258.0589,277.0589,288.5589,305.3089,328.8089,259.03,30.01866745,0.328037259
36883515,36883549,36883349,36883368,36883359,36883520,36883398,36883376,261.54,241.1167,261.4292,281.9292,292.1792,309.4417,330.4342,284.82,33.97541922,0.384172135
36883520,36883549,36883363,36883506,36883389,36883378,36883418,36883368,265.28,247.9379,267.7504,287.0004,298.5004,315.2504,338.7554,320.42,38.24090505,0.451201451
36883520,36883510,36883381,36883389,36883361,36883549,36883398,36883418,259.17,240.0696,260.8196,280.3821,290.5696,309.0696,331.3221,285.2,32.76328827,0.353457163
36883378,36883549,36883418,36883412,36883357,36883429,36883368,36883376,257.94,240.8448,259.8448,278.3448,288.5948,308.6073,325.5998,261.17,29.38723627,0.344557819
36883335,36883549,36883418,36883368,36883398,36883520,36883389,36883361,262.5,243.5694,264.3194,282.8194,294.0694,311.5694,334.3244,298.94,34.80432771,0.412808236
36883378,36883510,36883537,36883483,36883398,36883520,36883389,36883506,258.39,239.7759,260.3384,281.4009,291.5884,310.1009,330.5934,277.22,32.37545232,0.33539751
36883520,36883510,36883506,36883412,36883376,36883378,36883349,36883368,262.81,245.553,264.428,283.6155,293.803,312.303,331.8205,285.45,33.37940377,0.414350466
36883520,36883402,36883543,36883418,36883376,36883378,36883349,36883359,262.76,244.3096,264.3096,284.8096,295.5596,312.8096,330.5621,295.45,34.59633914,0.407341739
36883402,36883460,36883418,36883368,36883361,36883549,36883520,36883510,257.3,238.7018,258.4518,277.9518,288.4518,306.7018,328.9568,285.26,31.41410866,0.318479459
36883378,36883549,36883543,36883483,36883398,36883520,36883418,36883506,262.44,245.1179,264.8679,285.3679,295.1179,312.3679,332.8679,307.45,36.18824825,0.400256025
36883520,36883341,36883349,36883398,36883376,36883549,36883368,36883357,258.85,240.8549,258.8549,278.1049,289.6049,306.6174,328.8599,268.28,29.91630822,0.345581998
36883335,36883429,36883483,36883368,36883376,36883515,36883412,36883378,247.22,229.3752,248.6252,267.6877,277.6252,297.1252,318.8827,211.3,23.73015172,0.213902265
36883378,36883402,36883520,36883368,36883376,36883549,36883398,36883361,265.09,246.8915,265.8915,285.204,295.6415,313.8915,334.144,306.15,36.72380495,0.452301481
36883520,36883429,36883418,36883506,36883359,36883378,36883398,36883376,264.39,246.6726,265.4226,285.1726,295.9601,313.4351,333.9276,294.65,32.63418115,0.433963526
36883520,36883549,36883418,36883537,36883412,36883378,36883368,36883398,264.25,247.2199,266.8449,287.2199,297.4699,317.4699,339.4799,311.89,36.39871745,0.434802706
36883515,36883549,36883537,36883398,36883361,36883520,36883368,36883359,260.58,240.1204,261.1204,282.1204,292.8704,310.3829,334.1229,285.28,33.94951563,0.377383312
36883335,36883363,36883520,36883418,36883389,36883549,36883368,36883361,261.04,242.2604,262.2604,281.5104,292.5104,310.5229,331.0154,289.79,33.48291116,0.385611884
36883429,36883402,36883506,36883418,36883357,36883520,36883368,36883398,261.99,245.0447,263.0447,281.2947,292.0447,309.8072,328.2997,290.56,32.27309411,0.395364095
36883515,36883402,36883506,36883418,36883376,36883378,36883520,36883510,264.58,246.7014,265.7014,285.4514,296.2014,314.2139,340.7039,306.29,36.35977464,0.436877812
36883515,36883549,36883510,36883412,36883361,36883378,36883520,36883376,260.99,242.1672,261.9172,282.4172,292.6672,312.4297,331.6697,283.05,33.35468908,0.37508642
36883378,36883510,36883418,36883506,36883398,36883363,36883368,36883376,259.8,241.7993,260.2993,278.7993,289.0493,309.0618,328.3093,285.7,34.774069,0.363003157
36883402,36883549,36883506,36883483,36883398,36883378,36883520,36883361,261.19,242.6465,261.6465,282.6465,292.8965,310.3965,332.8965,289.32,34.21636944,0.386323718
36883335,36883549,36883425,36883418,36883361,36883520,36883368,36883376,259.72,240.5922,261.2172,280.5922,292.5922,311.8422,331.3422,275.19,29.97529024,0.36587336
36883378,36883429,36883520,36883398,36883376,36883402,36883368,36883359,261.2,243.563,262.313,281.813,291.813,308.313,327.313,281,31.1927871,0.376846671
36883515,36883363,36883537,36883506,36883359,36883520,36883418,36883361,260.46,241.1924,261.5049,281.7549,292.0424,311.7549,334.0124,282.83,33.19417082,0.371780175
36883520,36883402,36883543,36883412,36883361,36883422,36883418,36883368,260.97,242.9824,262.2949,282.7949,292.5449,310.7949,332.3024,289.12,33.76508782,0.378767173
36883378,36883429,36883425,36883368,36883361,36883520,36883389,36883376,260.49,242.4405,261.4405,281.9405,292.6905,310.6905,328.943,259.14,27.08804559,0.37431003
36883378,36883549,36883520,36883368,36883359,36883335,36883389,36883398,262.24,244.7645,263.077,283.077,293.327,312.077,331.0795,294.57,34.36134016,0.396748583
36883520,36883549,36883425,36883506,36883376,36883378,36883483,36883359,259,240.3217,260.8217,280.8217,291.5717,309.3342,330.3367,265.91,29.5274885,0.345218669
36883520,36883549,36883506,36883389,36883361,36883422,36883398,36883357,260.31,241.8453,261.1578,279.9078,290.9078,310.1578,331.4153,285.95,34.4561132,0.372399451
36883378,36883549,36883506,36883483,36883398,36883520,36883537,36883359,259.31,240.3898,261.5148,282.3898,292.8898,311.8898,331.1448,283.2,33.17542536,0.353688872
36883378,36883363,36883520,36883389,36883398,36883515,36883412,36883368,261.45,243.8808,262.4433,281.6933,292.4808,311.9433,331.4483,289.27,33.92932213,0.382838004
36883378,36883549,36883510,36883418,36883376,36883429,36883520,36883398,263.13,245.494,264.744,284.244,294.7815,313.744,334.2465,296.51,32.86472249,0.408542994
36883520,36883363,36883425,36883368,36883361,36883515,36883398,36883376,259.71,238.9453,259.6953,279.1953,288.7328,306.6953,326.7003,264.13,29.67035723,0.36424975
36883335,36883402,36883520,36883398,36883361,36883422,36883412,36883378,259.59,242.9376,260.2501,279.5001,290.2501,308.7501,328.7526,269.71,30.92808849,0.360719953
36883422,36883510,36883543,36883418,36883359,36883520,36883537,36883376,258.13,239.718,259.468,281.218,291.0055,310.9805,330.7205,279.7,32.77858124,0.341888813
36883520,36883363,36883418,36883412,36883376,36883378,36883543,36883361,260.78,242.7971,262.5471,283.5471,293.0471,310.7971,330.8096,291.64,33.84270004,0.372880832
36883520,36883510,36883506,36883398,36883376,36883422,36883537,36883357,258.34,240.4696,259.7821,278.2821,288.2821,306.5321,331.5321,272.9,32.45929936,0.337945956
36883520,36883363,36883537,36883368,36883359,36883549,36883398,36883418,260.93,241.603,261.853,283.103,293.3905,311.353,333.603,300.41,35.41679084,0.372856594
36883520,36883353,36883349,36883368,36883359,36883402,36883418,36883398,259.62,241.2452,260.4952,279.2452,289.4952,306.9952,329.0027,276.25,29.05344411,0.355872733
36883520,36883510,36883349,36883389,36883376,36883422,36883412,36883361,256.95,238.8101,257.5601,276.3101,288.0601,305.8101,326.8151,255.28,30.03433527,0.323303696
36883422,36883429,36883483,36883398,36883376,36883335,36883412,36883357,242.6,224.0152,242.5152,261.0777,272.5152,291.2652,312.0152,191.96,22.30561812,0.180114011
36883515,36883363,36883349,36883398,36883357,36883520,36883412,36883376,256.89,237.5665,257.129,276.379,285.879,303.6415,325.379,258.73,30.37213,0.325274556
36883520,36883341,36883537,36883418,36883357,36883378,36883412,36883389,261.13,243.93,264.555,284.43,294.93,312.9425,333.18,273.33,29.48413647,0.379953486
36883520,36883341,36883349,36883368,36883359,36883402,36883418,36883376,261.51,242.8806,262.6931,282.4431,292.4431,310.9431,329.4431,273.75,30.07968603,0.389728679
36883402,36883460,36883418,36883368,36883376,36883520,36883389,36883357,260.59,242.4937,262.1187,280.9937,290.9937,310.0062,326.7462,280.35,30.77335979,0.376011256
36883378,36883510,36883520,36883389,36883361,36883549,36883537,36883359,260.43,242.2731,262.5231,283.2731,294.7731,313.7731,338.2781,284.76,33.66982429,0.37790752
36883378,36883402,36883381,36883418,36883376,36883335,36883398,36883520,260.12,243.1108,260.8608,280.6108,291.3608,309.6108,331.6108,280.94,31.155179,0.36139198
36883515,36883402,36883418,36883398,36883357,36883520,36883389,36883376,262.93,245.3968,263.5218,282.8968,292.3968,309.8968,331.1493,294.11,34.97135274,0.411137406
36883520,36883341,36883543,36883368,36883357,36883335,36883389,36883378,257.14,240.7664,259.7664,279.0164,289.0164,306.5164,327.7664,264.93,28.66691655,0.320345956
36883378,36883402,36883349,36883398,36883357,36883520,36883506,36883376,262.97,245.8737,263.8737,282.3737,291.6612,308.3737,331.1262,288.65,34.25935128,0.416395804
36883515,36883402,36883506,36883418,36883357,36883520,36883412,36883361,262.49,244.5576,263.3076,283.3076,292.8076,312.0701,332.3076,285.97,33.5683639,0.404039259
36883378,36883549,36883537,36883506,36883398,36883520,36883418,36883368,264.27,246.1503,266.6503,287.6503,298.6503,317.1628,337.6528,323.11,38.46434484,0.435782175
36883429,36883549,36883520,36883418,36883389,36883515,36883368,36883361,262.6,244.5779,263.3279,283.8279,294.5779,312.5904,331.5854,286.68,31.80142379,0.406346073
36883378,36883549,36883510,36883506,36883357,36883520,36883389,36883398,260.87,243.0282,262.0282,282.0282,293.5282,310.2782,330.7807,301.27,36.22902278,0.369655339
36883520,36883429,36883349,36883418,36883398,36883378,36883412,36883376,261.44,243.5571,262.8071,282.3071,293.0571,310.3071,334.8071,277.12,29.97771107,0.381887048
36883429,36883363,36883418,36883398,36883359,36883549,36883368,36883520,260.77,241.6973,261.1973,280.9473,291.4473,309.1973,327.6973,288.33,31.93841797,0.363779547
36883515,36883363,36883543,36883349,36883398,36883520,36883418,36883359,258.52,239.8172,258.0672,278.5672,289.3172,308.3172,323.8172,282.85,33.21304118,0.337308089
36883515,36883341,36883520,36883398,36883389,36883335,36883368,36883357,256.71,237.8096,257.0596,277.0596,287.8096,304.8096,326.3096,256.22,28.02838314,0.321453397
36883520,36883549,36883349,36883537,36883359,36883378,36883389,36883361,260.06,242.1628,261.9128,282.6628,292.6628,312.4128,333.9128,278.76,32.72698297,0.361253456
36883378,36883402,36883520,36883506,36883357,36883549,36883368,36883376,263.8,246.3089,265.8089,285.3089,294.3089,312.3089,334.8089,305.24,36.60671983,0.427244906
36883520,36883549,36883425,36883418,36883361,36883515,36883506,36883368,261.33,242.0678,262.8178,283.1303,293.0678,312.5678,331.8278,291.07,32.64161855,0.392778978
36883378,36883429,36883520,36883537,36883376,36883422,36883506,36883418,260.72,242.6891,263.4391,283.1891,294.1891,312.9516,333.4416,281.67,30.75962559,0.369608746
36883422,36883402,36883506,36883349,36883359,36883520,36883418,36883376,261.46,242.6457,262.1457,281.3957,292.4332,311.8957,331.6482,284.5,33.54926158,0.385929248
36883378,36883549,36883506,36883418,36883357,36883335,36883398,36883359,257.61,239.8496,258.8496,277.8496,287.8871,306.8496,331.1021,274.4,32.78842171,0.336942877
36883402,36883549,36883520,36883483,36883361,36883378,36883389,36883376,262.31,244.2442,263.7442,284.2442,293.9942,309.7442,331.9967,279.72,32.9014184,0.403889558
36883378,36883429,36883520,36883389,36883361,36883422,36883412,36883376,257.75,240.1479,259.6479,278.8979,289.1479,307.8979,326.6504,257.94,28.32802926,0.329911168
36883378,36883549,36883543,36883368,36883376,36883520,36883389,36883357,262.57,244.93,264.93,284.18,294.68,312.43,335.68,300.9,35.92634066,0.408338033
36883520,36883402,36883537,36883418,36883376,36883549,36883368,36883357,261.63,244.0247,263.2747,283.0247,294.0247,313.0247,335.7747,298.71,35.21686141,0.391819355
36883515,36883402,36883349,36883385,36883357,36883520,36883412,36883418,252.73,235.236,253.986,272.486,282.7735,300.736,320.236,249.77,23.63101167,0.259671929
36883378,36883402,36883520,36883398,36883357,36883549,36883506,36883361,262.84,244.9506,263.9506,283.5131,293.7006,309.4756,335.4531,301.24,36.20439524,0.412476557
36883520,36883341,36883418,36883381,36883359,36883549,36883368,36883376,259.06,240.5326,260.5326,280.7826,290.7826,308.2951,331.5401,271.13,29.00652265,0.347275184
36883378,36883402,36883543,36883389,36883376,36883520,36883368,36883357,260.72,243.2639,262.7639,281.7639,292.3014,309.5139,329.5139,293.95,34.90058652,0.374926797
36883520,36883549,36883363,36883368,36883359,36883378,36883506,36883398,263.1,244.8247,263.8872,283.3872,295.1372,312.3872,332.8897,306.94,36.81453961,0.410488362
36883520,36883549,36883349,36883418,36883361,36883510,36883537,36883376,259.18,240.6652,261.1652,281.9152,291.6652,310.9152,334.9152,282.21,33.02595506,0.363390097
36883378,36883549,36883349,36883398,36883376,36883520,36883418,36883537,262.92,244.7894,265.2894,284.5394,295.5394,314.7894,336.2919,302.59,35.42345329,0.405613766
36883515,36883549,36883418,36883506,36883359,36883378,36883537,36883520,262.2,243.6613,264.6613,285.6613,297.1613,317.1613,338.9188,306.76,36.21187722,0.393842965
36883520,36883549,36883483,36883537,36883376,36883510,36883368,36883398,258.73,239.7221,259.0971,279.2221,289.9721,310.7221,332.9771,274.28,32.18800733,0.341513678
36883520,36883402,36883483,36883398,36883412,36883378,36883506,36883361,259.87,241.5699,261.4449,280.8199,291.3199,309.0824,331.3224,275.93,32.10977822,0.367280832
36883378,36883549,36883506,36883389,36883359,36883515,36883368,36883357,257.7,239.5832,259.3332,278.0832,289.3332,307.0832,325.0857,271.81,33.50015778,0.33151054
36883520,36883363,36883537,36883506,36883357,36883510,36883368,36883376,257.62,239.071,258.821,277.071,287.821,306.571,329.331,274.88,32.49279434,0.32953415
36883515,36883549,36883520,36883389,36883357,36883341,36883398,36883378,259.47,241.2656,261.5156,281.0156,291.0531,309.5156,329.7756,278.92,31.15427984,0.349754054
36883520,36883549,36883349,36883537,36883359,36883378,36883418,36883506,262.54,244.7631,264.7631,285.5131,296.7631,316.0131,339.5156,301.23,35.26853635,0.400837376
36883520,36883402,36883381,36883389,36883361,36883422,36883398,36883359,256.5,237.5407,256.2907,275.5407,287.2907,305.5407,328.0407,258.56,29.88503271,0.309725424
36883422,36883363,36883520,36883389,36883361,36883515,36883398,36883376,259.93,240.2527,259.2527,279.5027,289.2527,307.2652,330.0027,270.65,32.30907643,0.358944132
36883378,36883341,36883537,36883412,36883376,36883422,36883520,36883418,259.7,242.8534,262.3534,282.3534,293.8534,312.6159,334.6084,270.61,29.16930012,0.354246612
36883520,36883402,36883349,36883412,36883376,36883515,36883368,36883378,261.55,243.821,262.071,282.071,292.571,310.8335,332.3235,280.2,32.63257929,0.382859104
36883335,36883510,36883349,36883389,36883412,36883378,36883520,36883359,256.63,240.2884,258.5384,277.5384,287.7884,304.0384,321.7934,258.99,29.52809695,0.305886303
36883520,36883363,36883543,36883368,36883376,36883341,36883418,36883378,262.89,244.8572,264.3572,284.6072,295.6072,313.6197,332.8572,291.08,31.92855615,0.4097548
36883378,36883402,36883483,36883389,36883376,36883520,36883537,36883361,261.48,243.8585,263.3585,283.3585,292.896,310.8585,337.116,267.59,31.11008638,0.387796372
36883353,36883363,36883520,36883389,36883376,36883378,36883368,36883361,261.42,242.5555,262.3055,282.0555,292.843,309.818,328.8105,270.63,28.62243381,0.391067203
36883378,36883402,36883520,36883349,36883361,36883515,36883389,36883376,261.73,243.9283,262.4908,280.9908,291.7408,310.7533,330.2458,277.82,32.7947887,0.37824975
36883520,36883363,36883510,36883398,36883389,36883378,36883412,36883361,259.38,240.9752,259.7252,280.2252,289.9752,308.2377,331.7302,279.64,32.81231086,0.347298794
36883378,36883402,36883418,36883412,36883398,36883515,36883368,36883359,259.6,241.6696,260.1696,280.6696,290.7071,307.6696,328.1721,277.02,33.29374577,0.357401902
36883515,36883363,36883520,36883418,36883376,36883549,36883398,36883361,261.67,241.8544,262.1669,281.7294,292.1669,309.9294,330.1719,296.32,35.25970614,0.395819982
36883515,36883549,36883520,36883368,36883359,36883378,36883389,36883537,262.5,244.4912,264.9912,284.7412,295.7412,316.2662,339.2412,294.39,34.81602741,0.402825571
36883520,36883363,36883506,36883389,36883361,36883378,36883398,36883359,261.96,243.2304,262.1054,281.9804,292.9804,311.4804,330.7329,291.17,34.71971794,0.392185195
36883378,36883341,36883418,36883368,36883398,36883520,36883543,36883376,264.35,246.1662,266.4162,285.9162,296.1662,314.1662,332.4187,300.23,33.18862946,0.430844279
36883378,36883363,36883537,36883418,36883359,36883520,36883506,36883376,263.09,245.0193,264.1443,284.7693,296.0193,315.7693,336.0218,297.58,34.81436576,0.40943367
36883520,36883549,36883543,36883368,36883357,36883363,36883398,36883359,258.11,239.785,258.285,277.285,287.285,306.535,329.04,287.8,34.40195759,0.32464473
36883378,36883402,36883520,36883506,36883376,36883363,36883368,36883361,262.33,244.4363,263.4363,281.9988,292.4363,309.9363,329.4438,294.83,35.03589945,0.399583371
36883515,36883402,36883520,36883418,36883376,36883549,36883368,36883359,263.16,243.4755,264.038,283.788,295.288,314.0505,334.543,303.33,36.14339045,0.413718757
36883520,36883549,36883349,36883506,36883357,36883363,36883418,36883376,260.72,243.1861,261.4361,281.1861,290.4736,307.4361,329.9411,289.88,34.23168123,0.372319325
36883520,36883549,36883537,36883389,36883398,36883378,36883418,36883361,264.43,246.8897,267.3897,287.3897,297.9272,316.1522,338.6472,309.51,36.5796475,0.442752976
36883378,36883549,36883418,36883412,36883357,36883520,36883543,36883376,262.25,245.6697,264.9197,284.4197,295.4197,313.6697,334.4222,302.05,35.36002381,0.399240514
36883378,36883429,36883425,36883506,36883361,36883520,36883418,36883398,262.01,244.87,263.4325,282.9325,293.9325,311.445,331.1825,277.61,28.8708533,0.392426199
36883520,36883549,36883418,36883425,36883357,36883515,36883389,36883398,259.5,241.0357,261.2857,280.5357,291.2857,308.5482,328.5432,283.08,31.72453823,0.352714933
36883422,36883510,36883520,36883506,36883412,36883515,36883398,36883368,258.27,239.2908,259.0408,278.1033,289.0408,306.5408,330.0433,280.51,33.22848762,0.336553427
36883520,36883549,36883418,36883506,36883361,36883335,36883425,36883357,257.47,239.4013,259.6513,278.4013,287.6513,307.1638,329.9038,270.28,29.55132935,0.326115502
36883520,36883402,36883418,36883381,36883359,36883549,36883398,36883368,261.02,242.1351,262.1351,281.6351,292.8851,309.6351,331.6401,294.33,33.79228217,0.374262183
36883378,36883549,36883483,36883418,36883398,36883515,36883537,36883376,256.6,238.236,257.986,278.236,289.486,307.236,325.486,263.66,31.5359358,0.31901861
36883378,36883549,36883349,36883412,36883376,36883515,36883520,36883361,260.62,242.3069,261.3069,281.6194,292.3069,310.5569,331.5594,277.05,32.42067236,0.370467144
36883422,36883341,36883506,36883418,36883357,36883520,36883412,36883376,258.96,241.8091,259.9341,280.0591,290.8091,309.0716,331.8091,267.05,29.30038861,0.352441651
36883378,36883429,36883418,36883506,36883398,36883549,36883368,36883520,264.11,245.9946,266.2446,286.0571,296.7446,314.4946,334.9946,311.03,34.68666396,0.428274105
36883520,36883402,36883349,36883368,36883389,36883378,36883418,36883543,264.12,247.905,266.78,286.655,296.655,312.905,334.16,306.16,35.93241576,0.428418159
36883520,36883549,36883363,36883398,36883376,36883510,36883368,36883361,259.74,239.5393,259.4143,279.0393,289.2893,309.3018,328.7968,287.92,34.47365433,0.357539171
36883520,36883402,36883506,36883398,36883357,36883378,36883412,36883361,261.52,243.624,263.124,281.374,291.624,309.624,330.629,287.85,33.9754077,0.391983371
36883520,36883363,36883506,36883412,36883357,36883510,36883398,36883361,256.17,237.7718,255.7718,274.7718,285.0218,305.2843,325.7768,269.62,31.8936576,0.308904324
36883378,36883549,36883543,36883537,36883359,36883515,36883520,36883357,259.85,242.3538,262.6038,283.1038,292.3538,311.3538,335.6063,284.19,33.53790626,0.363368997
36883378,36883510,36883520,36883506,36883361,36883515,36883389,36883335,259.21,241.1541,260.1541,280.4041,290.6541,309.4291,330.4066,276.68,32.16292954,0.347388215
36883378,36883549,36883520,36883425,36883389,36883422,36883398,36883359,259.66,241.6688,261.6688,281.1688,291.6688,309.1688,330.1813,277.38,31.16411279,0.3594603
36883378,36883363,36883506,36883398,36883361,36883549,36883368,36883418,259.3,240.2659,259.7659,279.0159,289.7659,308.7659,331.0209,292.29,35.71928808,0.357424257
36883378,36883549,36883520,36883389,36883412,36883510,36883368,36883359,262.72,245.2624,265.0124,285.2624,295.0124,311.7624,334.2724,293.6,34.62320572,0.40703367
36883335,36883510,36883418,36883412,36883376,36883515,36883520,36883361,260.87,241.8009,261.4259,281.0509,292.0509,311.5634,329.8034,269.22,30.75387668,0.384185822
36883520,36883341,36883418,36883398,36883389,36883402,36883368,36883378,264.2,247.0928,266.0928,285.0928,296.3428,314.5928,337.3478,300.74,33.2728741,0.429553603
36883422,36883402,36883520,36883537,36883361,36883378,36883543,36883359,258.42,240.5007,260.3132,279.5632,291.3507,310.8257,332.8182,275.91,32.41740911,0.337086303
36883378,36883341,36883520,36883368,36883361,36883515,36883506,36883549,261.3,243.2977,263.0477,283.0477,293.8352,311.0602,336.0577,286.91,32.05487536,0.384219982
36883378,36883402,36883418,36883389,36883359,36883335,36883520,36883376,261.21,243.9287,263.4287,282.4287,293.2162,311.6912,332.4312,290.39,33.38430612,0.377642906
36883515,36883510,36883537,36883506,36883376,36883422,36883418,36883520,259.58,240.7495,260.7495,280.4995,291.537,311.262,336.2595,284.54,33.48469207,0.35025528
36883378,36883510,36883520,36883506,36883376,36883549,36883349,36883361,261.35,243.1369,262.1994,282.1994,292.9494,310.4619,331.9519,288.74,34.32934781,0.378343563
36883520,36883549,36883418,36883381,36883376,36883510,36883368,36883389,260.13,241.4279,262.0529,281.9279,292.1779,310.4279,335.6879,289.2,33.12737325,0.364168369
36883520,36883363,36883418,36883398,36883412,36883515,36883368,36883376,263.13,243.2705,263.5205,284.0205,294.808,312.7705,331.0355,293.03,34.2840177,0.422366036
36883378,36883363,36883537,36883418,36883398,36883549,36883520,36883515,262.94,244.9505,264.7005,285.4505,296.9505,315.2005,334.703,305.07,35.85540108,0.410118129
36883520,36883510,36883381,36883412,36883398,36883549,36883368,36883418,258.99,241.1498,258.8998,279.8998,291.3998,309.1498,332.9048,287.58,32.60123467,0.338578292
36883335,36883510,36883506,36883418,36883357,36883520,36883398,36883412,257.79,240.8119,258.3119,277.3744,288.3119,306.0744,326.5644,279.72,32.08015913,0.328026081
36883520,36883363,36883537,36883398,36883376,36883422,36883349,36883361,257.8,238.6954,257.1954,276.6954,288.1954,306.1954,329.4479,258.66,30.4495641,0.336940994
36883520,36883549,36883510,36883368,36883376,36883341,36883398,36883357,259.22,240.7152,259.2152,278.9652,290.2527,307.9777,329.4652,274.28,30.77817598,0.349801275
36883378,36883363,36883537,36883398,36883359,36883402,36883368,36883520,261.72,243.9816,263.2316,282.7316,292.4816,309.7441,334.7316,290.03,34.09966195,0.382527424
36883378,36883402,36883520,36883418,36883361,36883549,36883543,36883359,262.63,244.574,264.8865,285.3865,296.1365,314.149,331.6415,308.04,36.56051529,0.410918757
36883402,36883549,36883510,36883368,36883361,36883520,36883506,36883378,262.15,244.5404,263.0404,283.2904,294.5404,312.5529,334.5479,304.48,36.51548722,0.391282087
36883520,36883402,36883483,36883418,36883398,36883515,36883389,36883376,261.28,242.8427,262.3427,280.8427,290.8802,309.6052,329.5927,282.19,33.05103475,0.372846671
36883335,36883549,36883510,36883506,36883376,36883378,36883520,36883357,259.93,242.3613,261.1113,281.3613,292.1113,309.1113,329.1163,283.58,33.06314294,0.363175213
36883335,36883510,36883349,36883368,36883376,36883520,36883389,36883359,258.63,240.3134,258.8759,278.8759,288.9134,305.8759,325.8784,261.6,30.31464038,0.347549093
36883422,36883549,36883520,36883412,36883361,36883515,36883398,36883359,259.35,240.0816,259.4566,280.3316,291.5816,308.3441,326.0941,272.89,32.38116032,0.355837317
36883378,36883363,36883543,36883368,36883361,36883520,36883389,36883376,261.1,242.4949,262.3074,282.8074,292.3449,311.3199,329.5599,290.49,34.38471584,0.378354741
36883378,36883341,36883506,36883537,36883361,36883520,36883483,36883376,258.4,240.4083,260.7833,279.4708,290.9083,311.9083,332.9083,253.99,27.77145714,0.336987587
36883429,36883341,36883520,36883398,36883376,36883378,36883368,36883359,261.06,243.5324,262.2824,281.5324,292.0324,309.2824,327.0349,263.9,27.43736817,0.379476498
36883378,36883429,36883483,36883412,36883357,36883335,36883389,36883376,242.48,225.5537,244.4287,262.5537,271.8037,291.8162,314.5612,202.1,22.97249746,0.174627042
36883402,36883533,36883483,36883368,36883376,36883520,36883398,36883359,256.22,237.7762,255.7762,275.7762,285.5262,304.2762,320.7762,249.25,24.5623989,0.296309285
36883515,36883429,36883418,36883389,36883376,36883378,36883520,36883398,264.06,246.0553,265.5553,284.3053,294.5553,313.3428,336.3078,290.37,32.04978716,0.424157937
36883378,36883429,36883520,36883418,36883389,36883422,36883506,36883376,263.19,245.8482,265.5982,285.5982,295.8482,314.0982,333.6007,288.13,31.7878318,0.412530562
36883520,36883341,36883418,36883389,36883376,36883378,36883398,36883349,263.4,246.7518,264.2518,283.7518,294.0393,312.2518,332.7518,285,31.28086613,0.401856025
36883335,36883363,36883418,36883368,36883376,36883520,36883412,36883359,261.14,243.4561,262.0186,281.0186,291.5186,309.0186,331.2736,275.79,31.3458436,0.382584567
36883422,36883549,36883520,36883537,36883376,36883341,36883418,36883378,261.02,242.93,263.18,284.68,296.18,315.18,335.93,284,31.0829786,0.380912482
36883335,36883402,36883520,36883418,36883357,36883515,36883389,36883398,259.49,241.4299,259.9299,279.1799,289.6799,307.1924,328.9374,282.19,32.65670917,0.358032356
36883520,36883402,36883349,36883398,36883359,36883422,36883412,36883361,257.84,239.5173,257.0173,277.2673,288.0173,306.5298,322.7748,260.41,30.63716295,0.329032925
36883515,36883429,36883543,36883412,36883359,36883520,36883418,36883357,255.73,238.8268,257.3268,276.0768,287.0768,304.3268,321.8293,262.15,28.63666206,0.293758957
36883520,36883402,36883381,36883412,36883359,36883378,36883398,36883361,259.56,241.673,260.673,279.923,290.173,307.673,325.678,267.41,30.33418875,0.357998196
36883378,36883363,36883506,36883418,36883359,36883335,36883520,36883389,262.12,244.9615,263.9615,283.2115,294.4615,311.4615,331.964,292.12,33.59683264,0.392069654
36883378,36883429,36883537,36883506,36883357,36883520,36883389,36883418,262.15,244.7657,265.2657,284.7657,295.7657,313.7657,333.2707,284.39,31.09162699,0.386695715
36883520,36883429,36883418,36883389,36883359,36883363,36883398,36883361,259.63,240.2905,259.5405,279.2905,290.5405,308.2905,330.293,272.56,30.12105747,0.356006236
36883515,36883363,36883520,36883398,36883359,36883378,36883389,36883376,263.05,244.1979,263.6979,282.9479,293.9479,312.1979,330.9479,286.28,34.0159019,0.414351093
36883515,36883402,36883543,36883398,36883361,36883422,36883520,36883368,258.48,239.7448,258.7448,277.4948,287.9948,305.9948,328.9973,282.58,33.73523838,0.337365859
36883520,36883510,36883363,36883398,36883376,36883341,36883368,36883361,257.75,237.8426,257.5926,277.0926,287.0926,305.6051,328.5951,263.87,29.45746256,0.326370193
36883515,36883429,36883506,36883418,36883357,36883520,36883398,36883376,260.85,242.8519,261.6019,280.3519,290.6019,307.6144,326.1044,280.35,31.15248243,0.38057339
36883520,36883402,36883543,36883349,36883398,36883378,36883418,36883359,264.58,246.6315,265.3815,286.1315,296.8815,314.6315,330.6365,301.55,35.45196162,0.439405785
36883422,36883429,36883543,36883368,36883357,36883378,36883389,36883376,251.5,234.5426,253.4176,272.7926,282.5426,298.5426,319.7951,241.1,27.76401761,0.256652652
36883378,36883363,36883520,36883368,36883376,36883510,36883389,36883537,260.83,243.0244,262.5244,282.5869,292.2744,311.7869,338.2769,284.9,33.42870492,0.378650378
36883515,36883549,36883506,36883412,36883361,36883422,36883520,36883378,261.23,242.3199,263.0699,283.0699,294.0699,312.8199,331.5749,286.44,33.83229828,0.386311285
