PG,SG,SF,PF,C,G,F,UTIL,Proj Score,25th,50th,75th,85th,95th,99th,Ownership,Geomean Ownership,Simulated ROI
36883378,36883549,36883381,36883537,36883398,36883515,36883520,36883359,255.73,237.706,257.081,277.456,288.2435,307.956,327.7085,273.9,31.23727847,0.294669477
36883402,36883510,36883418,36883483,36883412,36883520,36883389,36883376,252.89,235.511,254.261,273.011,283.261,301.7735,324.276,268.51,30.99170594,0.246331523
36883460,36883353,36883520,36883425,36883361,36883510,36883418,36883359,248.45,228.3022,250.3022,269.3022,280.8022,298.8147,322.0547,230.2,21.59434409,0.216656927
36883378,36883402,36883363,36883425,36883398,36883515,36883520,36883359,254.28,235.4812,254.4812,274.7312,285.2312,301.2437,322.7362,267.02,29.80148427,0.266265085
36883520,36883429,36883349,36883506,36883389,36883378,36883418,36883398,257.14,239.8656,258.9906,277.3656,287.8656,305.6156,326.1156,288.01,31.63246784,0.290084361
36883520,36883402,36883483,36883418,36883389,36883549,36883412,36883368,255.17,238.6578,256.9078,275.7203,286.6578,303.9078,328.1603,285.2,32.98393062,0.272712933
36883515,36883402,36883537,36883418,36883357,36883549,36883398,36883520,254.5,236.3424,256.3424,275.3424,285.0924,303.6049,326.0974,292.99,34.58027641,0.268881224
36883515,36883402,36883543,36883483,36883361,36883520,36883349,36883376,252.15,232.9149,251.6649,270.9149,282.1649,298.4149,319.4199,250.26,29.3934409,0.236912874
36883402,36883549,36883506,36883425,36883357,36883378,36883520,36883361,255.74,238.8515,257.7265,275.8515,285.6015,304.864,325.104,277.16,31.13535288,0.288271987
36883520,36883402,36883418,36883389,36883398,36883515,36883506,36883357,255.67,238.2928,256.6053,275.4178,285.3553,303.8678,322.6078,297.28,35.43920409,0.27792411
36883378,36883549,36883520,36883506,36883398,36883335,36883510,36883361,253.96,234.9024,254.6524,275.4024,285.4399,302.9024,323.6549,287.66,33.61263189,0.262789921
36883520,36883402,36883418,36883389,36883376,36883363,36883398,36883378,258.13,240.6433,259.6433,278.1433,288.3933,305.1558,327.3933,303.79,35.87215281,0.300522914
36883335,36883402,36883418,36883506,36883361,36883520,36883398,36883422,256.97,238.6358,258.1358,276.1358,286.6358,305.8983,327.3858,284.36,32.97647367,0.307621688
36883378,36883510,36883506,36883412,36883361,36883515,36883418,36883376,252.99,234.8626,254.2376,273.3626,283.1126,300.6126,323.1176,265.29,31.96919311,0.25790854
36883378,36883363,36883520,36883425,36883376,36883515,36883537,36883359,253.48,234.9397,254.9397,274.4397,285.9397,304.2022,326.4447,255.74,28.30705078,0.255199216
36883520,36883402,36883506,36883398,36883357,36883422,36883425,36883349,251.67,234.3642,252.3642,270.6142,280.8642,297.3767,320.1167,254.1,28.56538143,0.238124051
36883378,36883460,36883537,36883349,36883357,36883549,36883520,36883376,254,237.393,256.643,274.143,284.643,304.393,323.1455,260.06,28.35309814,0.268025963
36883422,36883363,36883349,36883398,36883389,36883520,36883506,36883361,253.01,233.813,252.563,272.313,282.1005,301.063,320.3205,268.29,31.88838092,0.252571899
36883520,36883429,36883363,36883418,36883357,36883515,36883412,36883537,252.58,235.3315,254.5815,273.8315,283.3315,301.0815,318.834,253.19,27.40266797,0.243826532
36883335,36883402,36883506,36883349,36883398,36883378,36883520,36883418,257.16,239.1459,258.8959,277.8959,287.6834,305.3959,325.4034,293.68,33.70230988,0.303781939
36883520,36883549,36883510,36883398,36883361,36883422,36883389,36883376,254.32,234.4941,255.0566,274.0566,284.8066,303.8066,323.5591,279.51,33.55765653,0.275296794
36883515,36883363,36883520,36883537,36883361,36883341,36883398,36883418,252.89,234.1267,253.9392,273.9392,284.1892,301.4517,320.4442,265.48,29.11180852,0.254536484
36883515,36883549,36883520,36883398,36883357,36883402,36883389,36883422,253.59,235.8139,254.5639,272.5639,283.0639,301.5639,323.3164,279.45,33.51102561,0.262573154
36883520,36883549,36883483,36883389,36883361,36883335,36883368,36883506,254.14,235.1628,255.4128,273.9128,283.6628,303.4128,323.1653,267.14,30.87782745,0.271318521
36883422,36883363,36883510,36883389,36883361,36883378,36883398,36883412,249.3,231.8792,249.6292,267.6292,278.1292,296.8792,317.8842,244.05,29.7382464,0.221186156
36883429,36883510,36883506,36883418,36883357,36883402,36883520,36883398,253.75,237.2526,254.7526,272.2526,282.7526,301.2651,319.7526,279.21,30.98700262,0.255270046
36883515,36883510,36883381,36883506,36883376,36883520,36883483,36883389,250.6,232.9843,251.2343,269.4843,279.9843,298.7343,320.4893,246.34,28.2411521,0.225926503
36883335,36883429,36883506,36883368,36883359,36883378,36883483,36883389,246.19,229.9706,247.4706,266.2206,275.7206,293.2331,316.2256,222.97,25.12311639,0.194652535
36883378,36883549,36883537,36883398,36883361,36883515,36883389,36883357,248.51,230.6483,249.1483,268.6483,278.6483,298.6483,319.4033,256.28,31.37784804,0.211101637
36883520,36883510,36883506,36883483,36883357,36883549,36883537,36883389,250.34,232.7749,251.3374,272.0874,283.0874,302.3374,323.0899,262.94,30.92145629,0.21947991
36883378,36883510,36883537,36883418,36883376,36883335,36883483,36883506,250.75,234.2631,252.2631,271.2631,282.2631,301.2631,320.0131,243.94,28.55633709,0.237656359
36883335,36883429,36883483,36883368,36883359,36883515,36883398,36883376,245.36,226.0048,245.5673,263.8173,274.3173,291.5798,311.5698,208.97,24.00123998,0.192012786
36883515,36883549,36883418,36883412,36883359,36883378,36883389,36883368,255.31,237.1419,257.3919,276.7044,286.6419,304.3919,324.1419,277.54,33.39605284,0.28181108
36883378,36883363,36883520,36883418,36883359,36883549,36883537,36883506,257.13,238.874,259.374,280.124,290.624,310.124,331.874,302.92,35.57577566,0.301207373
36883520,36883510,36883537,36883483,36883398,36883549,36883389,36883361,251.63,232.42,251.67,272.42,284.7075,302.67,323.67,263.85,31.02035733,0.239904148
36883422,36883510,36883349,36883506,36883376,36883378,36883412,36883361,249.95,233.0268,250.5268,269.2768,278.7768,296.5393,315.0293,239.76,29.19762124,0.227583018
36883515,36883402,36883520,36883537,36883357,36883363,36883389,36883422,251.3,234.1192,252.3692,271.1192,281.3692,299.8692,323.8842,258.17,30.4834612,0.228280537
36883335,36883549,36883483,36883412,36883361,36883515,36883520,36883376,249.49,230.6001,249.6001,269.3501,280.3501,298.1001,316.3526,244.43,28.04011675,0.217058182
36883335,36883549,36883363,36883398,36883357,36883520,36883425,36883361,249.89,231.6335,250.3835,269.1335,278.8835,296.3835,317.891,248.68,27.4488404,0.228123424
36883422,36883549,36883543,36883418,36883359,36883429,36883520,36883515,251.3,232.2049,252.7049,272.4549,283.4549,301.4674,322.4674,272.49,30.14525476,0.224450083
36883422,36883429,36883537,36883381,36883389,36883515,36883520,36883418,250.9,234.0455,252.7955,272.0455,282.7955,302.0455,322.8005,246.6,26.1776731,0.229401667
36883520,36883549,36883381,36883389,36883361,36883515,36883418,36883335,253.2,235.0687,254.0687,273.8187,284.8187,304.0687,319.8237,266.71,29.7965559,0.258847063
36883515,36883429,36883537,36883483,36883357,36883520,36883389,36883549,249.94,232.7301,252.2301,270.4801,281.4801,300.4926,322.7376,240.43,26.53406653,0.225401039
36883378,36883510,36883483,36883398,36883412,36883335,36883537,36883361,247.13,229.3847,248.3847,267.1347,278.3847,296.1347,317.1347,219.85,26.07762769,0.209594823
36883378,36883363,36883506,36883368,36883357,36883335,36883412,36883398,245.31,228.1091,245.8591,264.8591,275.1091,292.8591,312.1091,247.52,29.39856945,0.187431435
36883378,36883549,36883418,36883506,36883359,36883335,36883510,36883361,254.14,235.7592,255.5092,274.5092,284.7592,305.0092,324.2617,267.54,31.91733867,0.271623453
36883422,36883402,36883483,36883537,36883389,36883378,36883418,36883506,249.56,232.4909,252.4909,271.2409,282.2409,299.2409,319.9909,254.14,30.34055835,0.212540759
36883378,36883460,36883349,36883368,36883357,36883549,36883398,36883376,253.27,236.4353,253.9978,271.4978,281.5353,297.0103,318.4978,248.49,28.35728561,0.260675635
36883460,36883549,36883520,36883425,36883357,36883422,36883389,36883359,248.1,230.4777,248.9777,268.5402,279.2652,298.2402,319.2277,238.28,25.16768485,0.205055045
36883429,36883549,36883381,36883418,36883357,36883520,36883412,36883398,250.91,234.3014,252.0514,269.8639,280.3014,299.3014,318.8114,259.37,27.48494044,0.223423395
36883520,36883510,36883543,36883389,36883398,36883378,36883368,36883376,257.1,239.7545,258.5045,278.0045,288.2545,304.517,325.5045,298.39,35.55691597,0.302478204
36883378,36883549,36883537,36883483,36883361,36883335,36883418,36883506,250.25,232.9797,252.4797,272.4797,282.2672,300.2297,323.9822,250.53,29.33254751,0.232489264
36883378,36883429,36883418,36883389,36883376,36883549,36883349,36883520,256.62,239.6899,258.9399,278.1899,287.9399,306.4399,326.9424,284.08,31.12772009,0.291115443
36883422,36883549,36883520,36883389,36883376,36883378,36883385,36883359,251.93,234.2332,252.9832,273.4832,284.7332,302.2457,321.7332,263.48,25.45962271,0.248294852
36883402,36883510,36883483,36883412,36883376,36883515,36883368,36883361,247.88,229.1651,247.4151,266.6651,277.1651,292.9401,313.1726,226.2,27.65948532,0.210142014
36883515,36883510,36883543,36883368,36883357,36883549,36883418,36883376,252.1,234.5172,252.8922,271.7672,281.7672,301.0172,320.5197,269.64,32.98387839,0.250548289
36883378,36883402,36883363,36883506,36883376,36883515,36883520,36883422,255.42,237.7644,256.2644,275.0144,285.7644,303.5144,327.0219,281.98,33.42971255,0.276038396
36883422,36883363,36883506,36883398,36883376,36883520,36883425,36883378,254.34,237.3203,255.0703,273.8203,284.3203,303.0703,322.5728,270.92,30.30630623,0.263843357
36883378,36883402,36883506,36883368,36883389,36883363,36883483,36883359,249.13,231.8257,249.3257,268.5757,279.5757,297.0757,317.0807,249.1,30.21638895,0.221994196
36883515,36883429,36883520,36883418,36883361,36883422,36883506,36883543,252.9,235.0958,253.5958,273.8458,283.8833,303.8583,322.3483,271.26,30.01089012,0.244166252
36883520,36883402,36883349,36883483,36883361,36883549,36883398,36883376,254.56,234.9012,253.9012,274.1512,284.4012,300.1637,321.4037,263.36,31.02292304,0.276256417
36883520,36883510,36883349,36883418,36883412,36883402,36883506,36883378,257.64,240.8313,259.5813,278.5813,289.3313,306.5813,329.0813,292.71,33.95915301,0.310136602
36883402,36883363,36883520,36883506,36883359,36883422,36883425,36883378,253.41,236.0241,255.0241,274.0241,284.0241,303.5241,322.5266,264.78,29.55790517,0.252389293
36883429,36883363,36883483,36883389,36883376,36883378,36883368,36883335,245.11,227.6879,246.1879,263.6879,274.4379,291.9379,313.9379,215.18,24.27543,0.190263712
36883520,36883510,36883543,36883418,36883357,36883515,36883389,36883506,255.82,238.2472,257.2472,275.9972,286.4972,305.2597,327.4972,291.6,34.63404432,0.286759525
36883515,36883549,36883381,36883425,36883357,36883520,36883506,36883361,250.79,232.5997,251.0997,270.9122,281.3872,299.0997,316.3522,247.2,27.08927213,0.229265654
36883378,36883510,36883506,36883483,36883376,36883429,36883412,36883422,243.37,226.4148,245.1648,263.9148,273.6648,291.6773,309.4173,215.73,24.79849782,0.169643181
36883378,36883549,36883520,36883506,36883357,36883515,36883412,36883376,255.38,237.1442,257.6442,276.6442,287.1442,304.1567,325.8942,286.98,33.88536283,0.28984775
36883378,36883341,36883520,36883368,36883361,36883402,36883389,36883376,256.96,239.501,258.251,277.751,288.751,307.001,325.0085,275.67,30.57791763,0.305186901
36883520,36883549,36883363,36883506,36883359,36883422,36883398,36883361,254.3,235.2247,253.5997,273.9747,285.2247,303.7247,324.4797,280.27,33.61770051,0.275556388
36883402,36883363,36883506,36883483,36883357,36883520,36883389,36883398,251.32,234.2748,251.7748,270.2748,280.7748,297.7748,316.2773,264.57,31.23484692,0.233940818
36883422,36883549,36883537,36883398,36883376,36883520,36883349,36883368,254.26,235.9674,254.7174,275.2174,284.7174,303.7299,326.2174,277.15,32.70291959,0.271259496
36883335,36883510,36883483,36883537,36883361,36883378,36883389,36883376,248.27,231.4128,249.4128,268.9128,278.9128,295.4128,319.9128,221.47,26.49848433,0.216839533
36883515,36883549,36883349,36883398,36883412,36883378,36883520,36883381,252.31,235.08,253.58,272.33,283.58,301.33,323.8325,266.33,30.09455881,0.243841475
36883429,36883402,36883363,36883483,36883412,36883378,36883368,36883515,243.21,225.5436,244.7936,262.7936,273.5436,291.0436,313.0461,218.56,24.86888111,0.170145034
36883520,36883402,36883537,36883418,36883357,36883549,36883349,36883398,254.84,237.1942,256.5692,275.9442,285.1942,302.2067,325.2067,287.46,33.67943971,0.277251456
36883520,36883363,36883483,36883398,36883385,36883378,36883412,36883402,244.7,226.6092,245.3592,266.3592,276.6092,293.8592,314.6092,241.42,22.80113086,0.18424073
36883520,36883549,36883425,36883412,36883357,36883515,36883418,36883335,251.28,232.8969,253.3969,272.3969,282.1469,300.1594,325.6494,257.34,27.76400371,0.237749544
36883402,36883510,36883483,36883398,36883385,36883520,36883368,36883412,245.2,226.4742,245.7242,265.2242,275.2242,293.4742,314.7242,240.29,22.89499524,0.183819629
36883515,36883549,36883537,36883418,36883361,36883510,36883389,36883357,250.19,232.044,251.294,270.794,281.544,299.544,321.5565,254.87,31.06418258,0.231640788
36883515,36883549,36883483,36883425,36883376,36883520,36883389,36883361,250.61,231.6398,250.6398,270.8898,281.1398,299.9023,316.1398,246.09,27.55405546,0.221649456
36883422,36883549,36883520,36883389,36883357,36883335,36883506,36883359,252.15,234.0819,253.7069,272.8319,282.5819,300.3319,323.3344,266.99,31.27748809,0.249370644
36883335,36883341,36883483,36883368,36883361,36883378,36883543,36883376,247.69,229.6559,249.1559,267.9059,278.1934,294.9184,314.9109,218.78,24.69551678,0.21465881
36883378,36883510,36883520,36883483,36883385,36883341,36883412,36883389,244.2,227.3842,246.1342,266.1342,277.1717,295.3967,316.6367,222.2,19.93263976,0.174878596
36883520,36883510,36883506,36883368,36883359,36883402,36883537,36883418,255.78,238.0729,257.8229,276.6354,287.0729,305.3229,328.5754,294.84,34.70230242,0.280975037
36883429,36883402,36883483,36883368,36883376,36883335,36883398,36883357,242.81,224.4611,242.5236,260.7736,271.2736,288.0236,309.7886,209.53,24.02639343,0.174866163
36883520,36883429,36883506,36883368,36883357,36883402,36883398,36883359,253.67,235.9877,254.4877,271.7377,282.4877,299.2377,321.9927,270.65,30.2749921,0.262826591
36883515,36883353,36883506,36883483,36883361,36883549,36883520,36883359,249.99,229.9727,250.9727,270.4727,281.2227,299.7227,318.9752,246.83,26.29331396,0.222256927
36883378,36883341,36883520,36883418,36883359,36883429,36883412,36883376,254.6,237.0783,257.3283,275.8283,286.3283,305.3283,320.8333,258.62,26.31444644,0.264367565
36883378,36883510,36883349,36883537,36883412,36883335,36883418,36883361,250.36,234.258,252.508,270.258,281.258,298.758,318.008,237.88,27.72292291,0.225298559
36883515,36883363,36883418,36883412,36883359,36883520,36883381,36883389,252.78,234.1848,254.4348,273.1848,283.1848,301.6973,321.9373,261.25,29.40527643,0.243207883
36883378,36883510,36883506,36883418,36883357,36883549,36883389,36883398,254.17,237.1198,255.1198,273.8698,285.3698,301.8823,323.8723,285.68,35.01513137,0.265739622
36883402,36883549,36883418,36883425,36883376,36883515,36883520,36883357,254.19,236.5243,255.5243,274.5243,285.0243,302.5243,324.2793,275.7,30.77786351,0.268553309
36883335,36883549,36883543,36883418,36883357,36883510,36883520,36883376,252.57,234.9982,254.2482,273.2482,283.7482,301.4982,322.7557,281.39,32.54831141,0.243117208
36883378,36883549,36883520,36883483,36883359,36883341,36883389,36883537,252.48,234.3955,255.2705,275.6455,287.1455,304.8955,326.1555,254.89,27.85486746,0.250181822
36883520,36883429,36883418,36883398,36883361,36883549,36883349,36883376,254.7,235.5691,254.8191,274.1316,285.0691,301.8191,321.0691,274.97,30.35300402,0.273660751
36883422,36883429,36883520,36883506,36883359,36883549,36883398,36883378,255.05,237.3397,256.8397,276.0897,286.3397,303.8522,323.8422,279.99,31.27144918,0.278129699
36883378,36883549,36883418,36883506,36883359,36883520,36883425,36883335,254.84,236.898,256.898,276.898,287.398,305.648,329.1505,282.86,30.73508456,0.268917266
36883520,36883510,36883425,36883368,36883361,36883549,36883349,36883506,250.79,231.7878,251.7878,270.5378,281.5378,298.7878,321.5403,265.32,29.78409473,0.223606001
36883378,36883510,36883537,36883418,36883361,36883335,36883349,36883506,250.38,233.6259,251.6884,270.6884,281.4384,298.9384,318.4384,249.1,29.29619892,0.224325248
36883520,36883510,36883537,36883381,36883389,36883335,36883418,36883361,253.08,235.8951,254.6451,274.6451,284.8951,302.6451,324.3976,255.05,28.23084913,0.256056986
36883422,36883549,36883520,36883483,36883359,36883335,36883389,36883506,250.5,232.0278,251.7778,270.5903,281.0278,299.5278,320.7803,255.07,29.56000454,0.224842671
36883402,36883510,36883543,36883418,36883398,36883363,36883520,36883378,256.61,239.1051,258.6676,276.6676,287.9176,305.1801,322.9201,302.93,35.71413196,0.286649005
36883378,36883510,36883349,36883389,36883376,36883429,36883368,36883359,251.06,232.7924,252.7924,270.7924,280.7924,297.0424,315.5499,235.63,27.09563782,0.245791744
36883520,36883510,36883543,36883483,36883361,36883549,36883537,36883359,250.85,232.4472,252.1972,272.0097,283.1972,303.2097,323.9572,257.2,30.17772121,0.240020316
36883520,36883341,36883418,36883349,36883361,36883335,36883425,36883398,250.94,232.5025,252.065,271.065,281.565,298.8275,317.8175,239.89,24.49546106,0.235710991
36883422,36883549,36883418,36883506,36883376,36883520,36883389,36883361,256.12,237.825,258.075,277.575,287.3625,307.575,327.575,296.8,35.42229588,0.299333464
36883422,36883341,36883506,36883389,36883359,36883515,36883368,36883378,249.96,232.938,251.688,270.5005,281.438,298.438,317.438,244.71,28.27839833,0.222323993
36883429,36883510,36883520,36883389,36883357,36883460,36883418,36883376,253.21,236.5763,253.5763,273.0763,283.5763,302.3263,321.0763,251.74,25.93492081,0.260171899
36883520,36883429,36883537,36883412,36883376,36883515,36883418,36883483,250.57,232.702,252.2645,272.2645,282.552,300.5145,318.7695,244.32,26.27032173,0.222704775
36883335,36883363,36883381,36883389,36883361,36883520,36883368,36883376,251.45,233.087,251.087,270.587,280.8745,297.837,317.0895,248.66,27.95187039,0.241929013
36883520,36883402,36883349,36883483,36883412,36883335,36883425,36883418,248.12,230.7785,249.2785,268.2785,278.2785,296.291,321.7835,232.94,24.82623502,0.205342641
36883520,36883549,36883506,36883483,36883361,36883515,36883398,36883376,254.77,235.5068,255.4443,274.5693,285.0693,302.0943,321.3218,273.67,32.51638177,0.282840906
36883335,36883510,36883363,36883398,36883361,36883515,36883389,36883357,244.66,225.9441,244.1941,262.9441,272.2316,289.2066,312.1991,225.97,27.65413311,0.184138249
36883520,36883363,36883349,36883381,36883359,36883510,36883398,36883537,248.87,230.2895,249.4145,267.7895,278.0395,297.302,316.2945,243.19,27.74399384,0.213263771
36883378,36883402,36883520,36883537,36883361,36883422,36883412,36883376,254.42,237.3641,256.3641,275.3641,286.3641,304.8641,324.3666,268.74,31.22953038,0.268745838
36883378,36883363,36883418,36883349,36883412,36883402,36883368,36883398,251.6,233.9472,252.9472,271.1972,281.9472,299.1972,317.1997,266.87,31.75148235,0.239542073
36883402,36883341,36883483,36883418,36883389,36883520,36883412,36883368,253.18,236.9611,254.9611,274.2111,284.4611,301.4611,321.7186,261.15,28.18450553,0.247428415
36883402,36883533,36883520,36883483,36883361,36883422,36883412,36883376,249.28,231.1716,249.4216,268.4216,279.4216,298.1716,316.1716,224.91,22.17615488,0.214153192
36883515,36883363,36883520,36883398,36883361,36883402,36883389,36883422,252.12,233.1913,251.6913,271.1913,280.9788,298.4663,321.4413,269.04,32.07304367,0.233973095
36883515,36883549,36883537,36883483,36883359,36883520,36883368,36883543,252.92,234.6028,253.9153,273.9153,285.6653,302.6778,324.6653,266.83,31.2050446,0.254205432
36883378,36883429,36883506,36883368,36883357,36883549,36883363,36883359,250,233.2311,251.2311,270.2311,279.4811,297.2436,315.7311,249.43,28.7193445,0.219560035
36883402,36883549,36883520,36883418,36883389,36883341,36883483,36883368,254.5,238.0377,256.2877,276.0377,286.3252,303.0377,324.5427,274.54,30.03357567,0.266025963
36883378,36883549,36883349,36883425,36883398,36883335,36883520,36883359,252.67,234.2693,253.7693,272.2693,283.2693,301.5193,322.0218,259.57,28.30182565,0.2443638
36883422,36883341,36883537,36883381,36883376,36883510,36883520,36883361,249.51,230.9543,250.9543,270.0168,280.7043,299.7168,318.7193,228.59,24.79047834,0.221137053
36883335,36883363,36883520,36883368,36883389,36883515,36883425,36883361,250.13,231.0346,250.0346,268.7846,279.8221,299.0346,320.0346,245.78,26.99821084,0.221788607
36883515,36883363,36883483,36883506,36883398,36883378,36883412,36883359,246.85,228.3548,247.1048,268.1048,279.6048,297.3548,320.3623,237.27,28.70394997,0.218589234
36883402,36883363,36883483,36883349,36883357,36883335,36883398,36883376,241.51,222.5708,240.3208,259.3208,269.8208,287.0833,307.0958,208,25.36915932,0.171641926
36883520,36883549,36883506,36883349,36883357,36883335,36883368,36883376,254.28,236.5541,254.8666,272.8666,284.1166,302.1166,321.8666,272.14,31.63919952,0.276751485
36883520,36883549,36883483,36883389,36883376,36883515,36883537,36883422,251.14,232.9683,252.4683,270.9683,283.4683,302.9683,325.7208,256.25,30.08271837,0.227171213
36883335,36883549,36883520,36883389,36883357,36883341,36883368,36883359,252.2,234.6293,253.3793,272.3793,282.3793,300.6418,321.3843,256.24,28.04285332,0.239825905
36883378,36883429,36883506,36883412,36883357,36883549,36883520,36883361,254.6,238.2815,255.7815,276.0315,285.5315,302.794,321.539,269.83,29.73866643,0.274406746
36883378,36883510,36883363,36883349,36883376,36883422,36883412,36883398,247.79,230.5289,248.2789,266.5289,276.2789,293.0289,316.0289,237.13,28.79829233,0.207912815
36883402,36883549,36883506,36883368,36883357,36883520,36883398,36883359,254.66,236.9666,254.7791,273.7791,284.2791,301.5416,323.5366,294.86,35.50530511,0.270543387
36883515,36883363,36883520,36883389,36883359,36883549,36883381,36883418,254.1,235.0114,255.7614,274.8239,285.7614,302.7739,323.7639,274.64,31.33443635,0.263006059
36883520,36883549,36883418,36883483,36883376,36883429,36883349,36883412,251.74,234.002,252.502,272.502,282.502,301.502,322.012,250.92,27.05921499,0.239725306
36883378,36883363,36883510,36883349,36883357,36883429,36883412,36883376,244.77,228.4688,245.9688,263.4688,273.4688,289.9688,308.7213,215.21,24.78810614,0.179027042
36883335,36883402,36883363,36883418,36883389,36883520,36883398,36883357,254.42,237.6426,254.8926,273.6426,283.6426,300.1551,323.6526,278.35,32.08305806,0.275046495
36883515,36883510,36883483,36883349,36883376,36883429,36883412,36883368,242.91,225.0676,243.3176,261.5676,271.8176,289.0676,308.8251,201.69,23.47625778,0.167404059
36883515,36883402,36883381,36883398,36883359,36883378,36883389,36883422,246.27,228.603,247.103,265.353,275.1405,292.853,317.858,237.82,28.42178376,0.189588548
36883378,36883402,36883520,36883483,36883359,36883335,36883412,36883506,251.71,234.9315,253.994,272.744,282.994,301.0065,318.9965,256.97,29.14760582,0.25266634
36883422,36883402,36883418,36883537,36883389,36883520,36883398,36883359,253.66,235.7042,255.2042,274.9542,285.7042,303.2167,329.2117,285.05,33.49139603,0.259763232
36883520,36883363,36883349,36883412,36883357,36883335,36883398,36883376,248.02,229.3619,248.1119,266.4244,276.6119,295.1119,314.1244,246.02,28.26431662,0.210073066
36883378,36883549,36883418,36883412,36883389,36883520,36883368,36883341,256.95,240.4651,259.9651,279.7151,290.2151,308.7151,328.9701,293.54,32.05233842,0.297037827
36883460,36883510,36883520,36883412,36883357,36883549,36883418,36883376,251.24,234.5177,251.7677,271.5177,282.7677,299.5177,319.7702,268.23,29.20996652,0.230751995
36883520,36883363,36883349,36883389,36883376,36883422,36883412,36883361,251.17,233.4982,251.0607,269.8107,281.3107,299.0607,320.0607,250.97,29.44761226,0.239735229
36883515,36883549,36883520,36883506,36883412,36883422,36883368,36883361,255.95,237.373,256.6855,276.4355,287.223,304.9355,323.6905,281,33.30793689,0.297219178
36883402,36883510,36883520,36883349,36883376,36883422,36883412,36883361,253.46,235.3706,253.3706,273.1206,283.1206,302.1206,319.3731,254,29.85872846,0.2679216
36883378,36883549,36883483,36883418,36883389,36883515,36883537,36883376,250.46,232.5422,252.7922,272.0422,282.5797,301.5422,320.5472,257.23,30.72967346,0.22549297
36883335,36883429,36883483,36883368,36883376,36883378,36883389,36883398,246.57,228.9969,246.9969,265.2469,276.2469,293.9969,314.5044,224.33,25.2334696,0.19994572
36883520,36883510,36883506,36883483,36883398,36883549,36883389,36883368,253.94,235.3397,254.3397,274.3397,285.0897,302.3397,321.8547,283.91,33.70896987,0.258858869
36883460,36883510,36883520,36883368,36883357,36883549,36883537,36883376,249.09,230.6189,250.3689,269.8689,280.3689,300.1314,320.8764,260.62,28.71783081,0.212848828
36883378,36883402,36883418,36883389,36883412,36883422,36883483,36883506,249.07,233.05,251.55,270.05,279.8,297.8125,317.3025,252.88,30.11205204,0.219344524
36883378,36883549,36883425,36883368,36883361,36883341,36883520,36883389,253.53,235.1399,255.8899,275.3899,286.3899,304.4399,323.6399,264.64,27.73899895,0.257384332
36883378,36883402,36883506,36883398,36883359,36883549,36883483,36883418,251.59,233.201,252.451,272.701,282.951,301.201,321.701,272.79,32.94191076,0.249222198
36883429,36883549,36883483,36883418,36883389,36883341,36883520,36883361,252.58,234.7322,254.7322,274.7322,284.7322,300.4947,317.9872,247.18,25.44300745,0.239688009
36883520,36883549,36883543,36883368,36883357,36883515,36883506,36883359,254.1,235.9589,254.9589,274.2714,284.9589,303.4589,326.2214,288.71,34.62910129,0.267238396
36883520,36883549,36883506,36883398,36883357,36883378,36883381,36883537,253.73,236.8697,256.1822,275.4322,285.6822,304.1822,324.4322,279.24,31.92155141,0.26111105
36883515,36883549,36883483,36883537,36883376,36883520,36883398,36883359,252.34,232.2302,253.2927,273.8552,284.5802,302.0427,322.7977,262.77,30.88366916,0.249761349
36883429,36883363,36883520,36883418,36883376,36883515,36883389,36883361,254.54,235.4317,254.6817,273.6817,284.9317,302.4317,323.1842,265.68,29.29690214,0.262948917
36883378,36883341,36883418,36883506,36883359,36883515,36883537,36883422,250.13,232.3686,252.6186,272.1186,282.8686,301.3686,323.6186,247.12,28.04384701,0.221045122
36883335,36883402,36883483,36883368,36883359,36883515,36883389,36883349,244.13,226.4008,243.9008,263.4008,272.1883,290.1508,308.6508,215.06,26.04042089,0.179597843
36883402,36883549,36883349,36883368,36883359,36883520,36883506,36883418,256.24,238.2858,257.8483,276.5983,286.8483,305.3608,325.6008,300.97,35.67276846,0.287984391
36883422,36883341,36883506,36883418,36883412,36883378,36883349,36883359,249.98,232.5295,251.5295,271.0295,281.5295,300.042,317.782,240.33,27.10758139,0.220519659
36883378,36883402,36883543,36883418,36883389,36883520,36883368,36883376,258.35,241.003,261.003,281.003,291.503,308.503,326.7605,310.9,36.76658314,0.323006805
36883378,36883549,36883537,36883418,36883359,36883335,36883520,36883389,256.27,238.5638,259.3138,279.8138,289.8138,308.8138,333.0813,290.55,33.20512335,0.288392431
36883422,36883341,36883520,36883389,36883357,36883378,36883543,36883506,252.58,236.5939,255.5939,273.8439,284.0939,302.8439,320.3489,268.89,29.89747863,0.239415354
36883520,36883510,36883543,36883389,36883361,36883460,36883418,36883359,249.09,229.9594,249.9594,270.7094,281.9594,299.9594,318.9619,267.71,29.39399559,0.210642612
36883460,36883549,36883520,36883425,36883357,36883402,36883418,36883368,253.67,236.4431,256.4431,273.9431,284.1931,302.4431,321.1981,268.04,27.75307293,0.261557015
36883402,36883549,36883506,36883418,36883361,36883335,36883520,36883483,253.29,235.5005,254.313,274.313,285.063,301.0755,320.313,274.73,31.46028579,0.257177488
36883378,36883341,36883537,36883389,36883376,36883510,36883418,36883520,255.16,238.0092,257.5092,278.0092,288.7592,307.5217,330.5142,278.11,30.34492094,0.27271105
