displayName,salary,teamAbbreviation
Felix Nmecha,4000,BVB
Soungoutou Magassa,4000,MCO
Nathan Aké,4000,MCI
Kerim-Sam Alajbegovic,3900,LEV
Lukás Hrádecky,3900,LEV
Niklas Lomb,3900,LEV
Jusuf Gazibegovic,3900,STU
Emerson Royal,3900,MIL
Kevin Kampl,3900,RBL
Mateo Kovacic,3900,MCI
Nabil Bentaleb,3900,LIL
Alexis Mac Allister,3900,LIV
Daniel Bragança,3900,SCP
Amady Camara,3900,STU
Virgil van Dijk,3900,LIV
Mike Maignan,3800,MIL
Reo Hatate,3800,CEL
Benjamín Domínguez,3800,BOL
Thomas Meunier,3800,LIL
Stefan Posch,3800,BOL
Yan Couto,3800,BVB
Álex Valle,3800,CEL
Amadou Haidara,3800,RBL
Krépin Diatta,3800,MCO
Malick Yalcouyé,3800,STU
Manprit Sarkaria,3800,STU
Erencan Yardimci,3800,STU
Lukas Klostermann,3800,RBL
Nathan Tella,3800,LEV
Arthur,2600,LEV
Marco Sportiello,3700,MIL
Lapo Nava,3700,MIL
Noah Raveyre,3700,MIL
Lorenzo Torriani,3700,MIL
Cole Campbell,3700,BVB
Matias Fernandez-Pardo,3700,LIL
Josh Wilson-Esbrand,3700,MCI
Nico Schlotterbeck,3700,BVB
Angel Gomes,3700,LIL
Tyler Morton,3700,LIV
Tommaso Pobega,3700,BOL
Tochi Chukwuani,3700,STU
André Gomes,3700,LIL
Manuel Akanji,3700,MCI
Alistair Johnston,3700,CEL
Lorenzo Anghelè,3700,JUV
Luís Gomes,3700,SCP
Danilo,3700,JUV
Ferland Mendy,3700,RMA
Ruben Loftus-Cheek,3700,MIL
Kjell Scherpen,3600,STU
Rafael Nel,3600,SCP
Artem Stepanov,3600,LEV
Mauro Couto,3600,SCP
Francis Onyeka,3600,LEV
Lucas Michal,3600,MCO
Mohammed Salisu,3600,MCO
Yannik Lührs,3600,BVB
Xaver Schlager,3600,RBL
Luke McCowan,3600,CEL
Nikola Moro,3600,BOL
Exequiel Palacios,3600,LEV
Ryan Gravenberch,3600,LIV
Hidemasa Morita,3600,SCP
Ibrahima Konaté,3600,LIV
Greg Taylor,3600,CEL
Kaden Braithwaite,3600,MCI
Samuel Umtiti,3600,LIL
Daniil Khudyakov,3500,STU
Matteo Bignetti,3500,STU
Henry Obi,3500,STU
Aaron Malouda,3500,LIL
Younes Lachaab,3500,LIL
Mattia Liberali,3500,MIL
Mika Biereth,3500,STU
Seedy Jatta,3500,STU
Leon Grgic,3500,STU
Lamine Camara,3500,MCO
Treymaurice Nyoni,3500,LIV
Geovany Quenda,3500,SCP
Lilian Baret,3500,LIL
Wataru Endo,3500,LIV
Auston Trusty,3500,CEL
Mitchel Bakker,3500,LIL
Edmond Tapsoba,3500,LEV
Jonas Rouhi,3500,JUV
David Jiménez,3500,RMA
Almugera Kabar,3500,BVB
Aurélien Tchouaméni,3500,RMA
Nico O'Reilly,3500,MCI
Jesús Vallejo,3500,RMA
Nicolas Seiwald,3400,RBL
Ethan Mbappé,3400,LIL
Filippo Terracciano,3400,MIL
Lovro Zvonarek,3400,STU
Edan Diop,3400,MCO
Ayyoub Bouaddi,3400,LIL
Anthony Ralston,3400,CEL
Pierre Kalulu,3400,JUV
Max Johnston,3400,STU
Alexsandro Ribeiro,3400,LIL
Jahmai Simpson-Pusey,3400,MCI
Kassoum Ouattara,3400,MCO
Benjamin André,3400,LIL
Granit Xhaka,3400,LEV
Remo Freuler,3300,BOL
Callum McGregor,3300,CEL
Manuel Locatelli,3300,JUV
Otar Kiteishvili,3300,STU
Curtis Jones,3300,LIV
Douglas Luiz,3300,JUV
Michel Aebischer,3300,BOL
Paulo Bernardo,3300,CEL
Willi Orbán,3300,RBL
Thilo Kehrer,3300,MCO
Waldemar Anton,3300,BVB
Liam Scales,3300,CEL
Lutsharel Geertruida,3300,RBL
Juan Miranda,3300,BOL
Eliot Matazo,3200,MCO
Odin Holm,3200,CEL
Ayman Azhil,3200,BVB
Kacper Urbanski,3200,BOL
Giovanni Fabbian,3200,BOL
Oussama El Azzouzi,3200,BOL
Kevin Zeroli,3200,MIL
Saïmon Bouabré,3200,MCO
Piero Hincapié,3200,LEV
Zeno Debast,3200,SCP
Filippo Mané,3200,BVB
Aïssa Mandi,3200,LIL
Ricardo Esgaio,3200,SCP
Fikayo Tomori,3200,MIL
Kjell-Arik Wätjen,3100,BVB
Vasilije Adzic,3100,JUV
Nuha Jatta,3100,RBL
Hugo Cuenca,3100,MIL
Viggo Gebel,3100,RBL
Mayssam Benama,3100,MCO
Francis Turley,3100,CEL
João Simões,3100,SCP
Matteo Gabbia,3100,MIL
Dimitri Lavalée,3100,STU
Juan Cabal,3100,JUV
Nicolò Savona,3100,JUV
Jacobo Ramón,3100,RMA
Morgan Costarelli,3100,LIL
Othniël Raterink,3000,LEV
Kauã Oliveira,3000,SCP
Jon Gorenc Stankovic,3000,STU
Sadik Fofana,3000,LEV
Henrique Arreiol,3000,SCP
Yunus Musah,3000,MIL
William Bøving,3000,STU
Jacob Peter Hödl,3000,STU
Martin Kern,3000,STU
Lorenzo De Silvestri,3000,BOL
Niklas Süle,3000,BVB
Jonathan Tah,3000,LEV
Cameron Carter-Vickers,3000,CEL
Gregory Wüthrich,3000,STU
Matheus Reis,3000,SCP
Jeremiah St. Juste,2900,SCP
Martin Erlic,2900,BOL
Emir Karic,2900,STU
Jhon Lucumí,2900,BOL
Alexandar Borkovic,2900,STU
Bafodé Diakité,2900,LIL
Nicolò Casale,2800,BOL
Stephen Welsh,2800,CEL
Bremer,2800,JUV
Sam Beukema,2800,BOL
Emanuel Aiwu,2800,STU
Eduardo Quaresma,2800,SCP
Malick Thiaw,2800,MIL
Castello Lukeba,2700,RBL
Emil Holm,2700,BOL
Maik Nawrocki,2700,CEL
Strahinja Pavlovic,2700,MIL
Adam Montgomery,2700,CEL
Gonçalo Inácio,2700,SCP
El Chadaille Bitshiabu,2700,RBL
Federico Gatti,2700,JUV
Ousmane Touré,2700,LIL
Álex Jiménez,2600,MIL
Oliver Sorg,2600,STU
Rafael Fernandes,2600,LIL
Iván Fresneda,2600,SCP
Jeanuël Belocian,2600,LEV
Ousmane Diomande,2600,SCP
Colby Donovan,2600,CEL
Christian Mawissa,2600,MCO
Davide Bartesaghi,2500,MIL
Miguel Alves,2500,SCP
Bruno Ramos,2500,SCP
Tommaso Corazza,2500,BOL
Isaac Cossier,2500,LIL
Javier Gil,2500,JUV
Lucas Taibo,2500,SCP
Niklas Geyrhofer,2500,STU
Arjan Malic,2500,STU
Konstantin Schopp,2500,STU
