displayName,salary,teamAbbreviation
Indrit Tuci,5700,ACS
Josip Stanisic,5700,BAY
Ayase Ueda,5700,FEY
Daniel Peretz,5700,BAY
Max Schmitt,5700,BAY
Sven Ulreich,5700,BAY
Aleksa Terzic,5600,RBS
Wahid Faghir,5600,VFB
Nick Woltemade,5600,VFB
Rodrigo De Paul,5600,ATL
Timon Wellenreuther,5600,FEY
Piotr Zielinski,5600,INT
Nuno Mendes,5500,PSG
Juan Cuadrado,5500,ATA
Justin Diehl,5500,VFB
Plamen Andreev,5500,FEY
Mannou Berger,5500,FEY
Justin Bijlow,5500,FEY
Angelo Stiller,5500,VFB
Mahdi Camara,5500,BRS
Riccardo Calafiori,5400,ARS
Vanja Vlahovic,5400,ATA
Aleksandar Katai,5400,CZV
Antoni Milambo,5400,FEY
Jamie Leweling,5400,VFB
Gianluigi Donnarumma,5400,PSG
Denzel Dumfries,5300,INT
Albion Rrahmani,5300,ACS
Davide Zappacosta,5300,ATA
Matvey Safonov,5300,PSG
Arnau Tenas,5300,PSG
Louis Mouquet,5300,PSG
Gabriel Martinelli,5300,ARS
Quinten Timber,5300,FEY
Takehiro Tomiyasu,5200,ARS
Ángelo Preciado,5200,ACS
Quilindschy Hartman,5200,FEY
Ibrahim Salah,5200,BRS
Bradley Barcola,5200,PSG
Alphonso Davies,5100,BAY
Davide Frattesi,5100,INT
Carlos Augusto,5100,INT
Gianluca Prestianni,5100,SLB
Kerem Aktürkoglu,5100,SLB
Timi Elsnik,5100,CZV
Alexander Nübel,5100,VFB
Rodrigo Riquelme,5000,ATL
Imanol García de Albéniz,5000,ACS
Gabriel Jesus,5000,ARS
Kieran Tierney,5000,ARS
Ethan Nwaneri,5000,ARS
Fabian Bredlow,5000,VFB
Stefan Drljaca,5000,VFB
Dennis Seimen,5000,VFB
Deniz Undav,5000,VFB
Alexander Bah,4900,SLB
Ben Godfrey,4900,ATA
Giuliano Simeone,4900,ATL
Pablo Torre,4900,BAR
Mathias Pereira Lage,4900,BRS
El Bilal Touré,4900,VFB
Peter Vindahl,4900,ACS
Alessandro Bastoni,4800,INT
Leon Goretzka,4800,BAY
Sacha Boey,4800,BAY
Dorgeles Nene,4800,RBS
Jakub Surovcík,4800,ACS
Vojtech Vorel,4800,ACS
Hugo Magnetti,4800,BRS
Kaan Kairinen,4800,ACS
Yann Sommer,4800,INT
Vitinha,4700,PSG
Giorgio Scalvini,4700,ATA
Benjamín Rollheiser,4700,SLB
Ermal Krasniqi,4700,ACS
Raffaele Di Gennaro,4700,INT
Josep Martínez,4700,INT
Andrei Radu,4700,INT
Julián Carranza,4700,FEY
Javi Galán,4700,ATL
Marco Carnesecchi,4700,ATA
Fernando,4600,RBS
Edmund Baidoo,4600,RBS
Marc Bernal,4600,BAR
Eric Dier,4600,BAY
Rui Patrício,4600,ATA
Francesco Rossi,4600,ATA
Romain Del Castillo,4600,BRS
Sead Kolasinac,4600,ATA
David Raya,4600,ARS
Marco Bizot,4600,BRS
Matteo Darmian,4500,INT
Arijon Ibrahimovic,4500,BAY
Petar Ratkov,4500,RBS
Lucas Hernández,4500,PSG
Neto,4500,ARS
Jack Porter,4500,ARS
Alexei Rojas Fedorushchenko,4500,ARS
Tommy Setford,4500,ARS
Grégoire Coudert,4500,BRS
Noah Jauny,4500,BRS
Ludovic Ajorque,4500,BRS
Warren Zaïre-Emery,4500,PSG
Alejandro Balde,4500,BAR
Mama Baldé,4500,BRS
Ronald Araujo,4400,BAR
Toni Fernández,4400,BAR
Pau Víctor,4400,BAR
Jakub Pesek,4400,ACS
Francesco Acerbi,4400,INT
Romain Faivre,4400,BRS
Julián Alvarez,4400,ATL
Atakan Karazor,4400,VFB
Dayot Upamecano,4400,BAY
Issa Kaboré,4300,SLB
Zeki Amdouni,4300,SLB
Tiago Gouveia,4300,SLB
Dijon Kameri,4300,RBS
Mario Pasalic,4300,ATA
Jordan Amavi,4300,BRS
Oleksandr Zinchenko,4300,ARS
Beraldo,4300,PSG
Lukás Sadílek,4300,ACS
Benjamin Pavard,4300,INT
Milan Skriniar,4200,PSG
Reinildo,4200,ATL
Aymen Sliti,4200,FEY
Zépiqueno Redmond,4200,FEY
Julien Le Cardinal,4200,BRS
Ismeal Kabia,4200,ARS
Serigne Diop,4200,BRS
João Rêgo,4200,SLB
Kamory Doumbia,4200,BRS
Ibrahim Sulemana,4200,ATA
Fabian Rieder,4200,VFB
Hiroki Ito,4200,BAY
Adam Aznou,4200,BAY
Ibrahim Osman,4200,FEY
Thomas Partey,4200,ARS
Nahuel Molina,4200,ATL
Ognjen Mimovic,4200,CZV
Yann Bisseck,4100,INT
Radek Siler,4100,ACS
Arthur Cabral,4100,SLB
Egor Prutsev,4100,CZV
Jonas Martin,4100,BRS
Peter Olayinka,4100,CZV
Léo Botz,4100,BRS
Luca Raimund,4100,VFB
Mateo Retegui,4100,ATA
Ramiz Zerrouki,4100,FEY
Isak Hien,4100,ATA
Moussa Yeo,4100,RBS
Konrad Laimer,4100,BAY
Tajon Buchanan,4100,INT
Myles Lewis-Skelly,4100,ARS
Yannik Keitel,4100,VFB
Eric García,4100,BAR
Jaroslav Zeleny,4100,ACS
Andreas Christensen,4100,BAR
Jakub Kiwior,4100,ARS
Senny Mayulu,4100,PSG
Jan Oblak,4100,ATL
Ameen Al Dakhil,4000,VFB
Karim Konaté,4000,RBS
Marten de Roon,4000,ATA
Willian Pacho,4000,PSG
César Azpilicueta,4000,ATL
Ibrahim Kanté,4000,BRS
Daniel Rus,4000,ACS
Pablo Barrios,4000,ATL
Jarzinho Malanga,4000,VFB
Nathan Butler-Oyedeji,4000,ARS
Gavi,4000,BAR
Thomas Lemar,4000,ATL
Marc Casadó,4000,BAR
Marco Palestra,4000,ATA
Jeyland Mitchell,4000,FEY
Antonio Gomis,4000,ATL
Alejandro Iturbe,4000,ATL
Juan Musso,4000,ATL
Gijs Smal,4000,FEY
Facundo González,4000,FEY
Vangelis Pavlidis,3900,SLB
Qazim Laçi,3900,ACS
Maximilian Mittelstädt,3900,VFB
Adam Daghim,3900,RBS
Gaoussou Diakité,3900,RBS
Thomas Kastanaras,3900,VFB
Krystof Danek,3900,ACS
Thomas Berenbruch,3900,INT
Janis Blaswich,3900,RBS
Jordan Lotomba,3900,FEY
Presnel Kimpembe,3900,PSG
Leandro Morgalla,3900,RBS
Frenkie de Jong,3800,BAR
Dávid Hancko,3800,FEY
Alexander Sørloth,3800,ATL
Bobby Clark,3800,RBS
Milson,3800,CZV
Nemanja Radonjic,3800,CZV
Alexander Schlager,3800,RBS
Salko Hamzic,3800,RBS
Valentin Oelz,3800,RBS
Mathias Ross,3800,ACS
Dan-Axel Zagadou,3800,VFB
Abdoulaye Ndiaye,3800,BRS
Massadio Haïdara,3700,BRS
Amar Dedic,3700,RBS
Charles De Ketelaere,3700,ATA
Mamady Diambou,3700,RBS
Nicolò Zaniolo,3700,ATA
Uros Sremcevic,3700,CZV
Anatolii Trubin,3700,SLB
Elias Cobbaut,3700,ACS
Jan-Niklas Beste,3700,SLB
Bradley Locko,3700,BRS
Marquinhos,3600,PSG
Álvaro Carreras,3600,SLB
Victor Olatunji,3600,ACS
Henrikh Mkhitaryan,3600,INT
Gerson Sousa,3600,SLB
Gustavo Varela,3600,SLB
Markus Solbakken,3600,ACS
Christopher Olivier,3600,VFB
Aleksandar Pavlovic,3600,BAY
Stefan Bajcetic,3600,RBS
Kristjan Asllani,3600,INT
Marco Brescianini,3600,ATA
Brandon Soppy,3600,ATA
André Gomes,3600,SLB
Samuel Soares,3600,SLB
Marko Ilic,3600,CZV
Frans Krätzig,3600,VFB
Rafael Tolói,3600,ATA
Marcos Llorente,3600,ATL
Cherif Ndiaye,3600,CZV
Givairo Read,3600,FEY
Kenny Lala,3500,BRS
Matej Rynes,3500,ACS
Koke,3500,ATL
Lazar Jovanovic,3500,CZV
Andreas Schjelderup,3500,SLB
Daouda Guindo,3500,RBS
Vuk Draskic,3500,CZV
Leonidas Stergiou,3500,VFB
Omri Glazer,3500,CZV
Ivan Gutesa,3500,CZV
Héctor Fort,3500,BAR
Gernot Trauner,3500,FEY
Bruno Duarte,3500,CZV
Silas Katompa Mvumpa,3500,CZV
Jules Koundé,3400,BAR
Berat Djimsiti,3400,ATA
João Palhinha,3400,BAY
Nikolas Nartey,3400,VFB
Pascal Stenzel,3400,VFB
Edimilson Fernandes,3400,BRS
Bart Nieuwkoop,3400,FEY
Robin Le Normand,3400,ATL
Iñigo Martínez,3300,BAR
Gabriel Magalhães,3300,ARS
Fredrik Aursnes,3300,SLB
Stefan Lekovic,3300,CZV
Odilon Kossounou,3300,ATA
Adrian Bajrami,3300,SLB
Pau Cubarsí,3200,BAR
William Saliba,3200,ARS
Mads Bidstrup,3200,RBS
Josha Vagnoman,3200,VFB
Jorge Luiz Jorginho,3200,ARS
Chris-Kévin Nadje,3200,FEY
Leandro Barreiro,3200,SLB
Nicolás Capaldo,3200,RBS
Takumu Kawamura,3200,RBS
Gerard Martín,3200,BAR
Sergi Domínguez,3200,BAR
Andrés Cuenca,3200,BAR
Tarek Buchmann,3200,BAY
Kim Min-Jae,3100,BAY
David Pavelka,3100,ACS
Hugo Bueno,3100,FEY
Anthony Rouault,3100,VFB
Luck Zogbé,3100,BRS
Naoufel El Hannach,3100,PSG
Yoram Zague,3100,PSG
Jan Plug,3100,FEY
Andrija Maksimovic,3000,CZV
Stefan de Vrij,3000,INT
Ben White,3000,ARS
Florentino Florentino,3000,SLB
Jovan Sljivic,3000,CZV
Diogo Prioste,3000,SLB
Noël Aséko Nkili,3000,BAY
Guille Fernández,3000,BAR
Gjivai Zechiël,3000,FEY
Luka Ilic,3000,CZV
Dálcio,3000,CZV
Roman Mokrovics,3000,ACS
Oliver Lukic,3000,RBS
Tim Paumgartner,3000,RBS
Salah-Eddine Oulad M'hand,3000,ARS
Federico Cassa,3000,ATA
Aitor Gismera,3000,ATL
Axel Camblan,3000,BRS
Alberto Manzoni,3000,ATA
Lorenzo Riccio,3000,ATA
Javi Serrano,3000,ATL
Federico Steffanoni,3000,ATA
Dominic Vavassori,3000,ATA
Mirko Ivanic,3000,CZV
Lucas Gourna-Douath,3000,RBS
Renato Sanches,3000,SLB
Rade Krunic,3000,CZV
Thomas Beelen,3000,FEY
Nicolás Otamendi,2900,SLB
Jeff Chabot,2900,VFB
Filip Panák,2900,ACS
Josh Robinson,2800,ARS
Martin Suchomel,2800,ACS
António Silva,2800,SLB
Gerónimo Spina,2800,ATL
Pietro Tornaghi,2800,ATA
Tommaso Del Lungo,2800,ATA
Anrie Chase,2800,VFB
Tomás Wiesner,2800,ACS
Seol Young-Woo,2800,CZV
Kamil Piatkowski,2800,RBS
Jurriën Timber,2800,ARS
Ilias Kostis,2700,ATL
Zane Monlouis,2700,ARS
Ramon Hendriks,2700,VFB
Lukás Penxa,2700,ACS
Lorenzo Bernasconi,2700,ATA
Pietro Comi,2700,ATA
Ayden Heaven,2700,ARS
Asger Sørensen,2700,ACS
Tomás Araújo,2700,SLB
Brendan Chardonnet,2700,BRS
Uros Spajic,2700,CZV
Maldini Kacurri,2600,ARS
Mike Aidoo,2600,INT
Christos Alexiou,2600,INT
Tomás Palacios,2600,INT
Carlos Giménez,2600,ATL
Josh Nichols,2600,ARS
Martin Vitík,2600,ACS
Soumaïla Coulibaly,2600,BRS
Milan Rodic,2600,CZV
Hendry Blank,2600,RBS
José María Giménez,2600,ATL
Bryan Okoh,2500,RBS
Joane Gadou,2500,RBS
John Mellberg,2500,RBS
Jannik Schuster,2500,RBS
Samson Baidoo,2500,RBS
Axel Witsel,2500,ATL
Oumar Solet,2500,RBS
Clément Lenglet,2500,ATL
Vanja Drkusic,2500,CZV
Milos Degenek,2500,CZV
Veljko Milosavljevic,2500,CZV
Nasser Djiga,2500,CZV
